,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count
25114,Garden,141046,"Pennington Smart Patch Tall Fescue Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,PenningtonGrass,317713425,317713416,Yes,2022-06-22T00:00:00,2022,6,25,No growth despite following all directions. Total waste of money...,No growth despite following all directions. Total waste of money,organic reviews,23.97,1,0,0,0,No,no growth despite following all directions. total waste of money,2022-06-22,10
4519,Garden,49913,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713426,Homedepot,PenningtonGrass,317713426,317713426,No,2021-11-01T00:00:00,2021,11,44,Grows EVERYWHERE,"[This review was collected as part of a promotion.] I was thrilled with my results from the Pennington Smart Patch Dense Shade Mix!  I have heavy foliage canopy in the back yard. I actually have moss growing as nut much sun can penetrate!  I was so thrilled to rough the ground up a bit, to reduce some of the heavy moss, sow the seed and watch it grow!  An easy to use, quality product!",syndicated reviews,0.0,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i was thrilled with my results from the pennington smart patch dense shade mix!  i have heavy foliage canopy in the back yard. i actually have moss growing as nut much sun can penetrate!  i was so thrilled to rough the ground up a bit, to reduce some of the heavy moss, sow the seed and watch it grow!  an easy to use, quality product!",2021-11-01,77
16924,Garden,110498,"Pennington Smart Patch Dense Shade Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,PenningtonGrass,317713420,317713416,Yes,2022-05-05T00:00:00,2022,5,18,Pennington Smart Patch Tall Fescue,"I recently purchased Pennington Smart Patch Tall Fescue which is a combination of mulch, seed and fertilizer for bare spots in the yard.   My yard developed thatch and bare spot over winter and wanted to get the right product for my fescue grass.  After thatching the area and removing the dead grass, I applied the product and watering. After 5 days, I started to see growth around the bare area.   Just a reminder that Smart Patch can be used either in spring or fall and be sure to check Penningtons website or back of the bag to see where this specific product will work well in the local area where you live and timing of laying the seed due to weather conditions.This product is definitely making a positive enhancement to our front yard.",organic reviews,28.97,5,3,0,0,No,"i recently purchased pennington smart patch tall fescue which is a combination of mulch, seed and fertilizer for bare spots in the yard.   my yard developed thatch and bare spot over winter and wanted to get the right product for my fescue grass.  after thatching the area and removing the dead grass, i applied the product and watering. after 5 days, i started to see growth around the bare area.   just a reminder that smart patch can be used either in spring or fall and be sure to check penningtons website or back of the bag to see where this specific product will work well in the local area where you live and timing of laying the seed due to weather conditions.this product is definitely making a positive enhancement to our front yard.",2022-05-05,138
18453,Garden,120089,"Pennington Smart Patch Bermudagass Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,PenningtonGrass,317713422,317713416,Yes,2022-05-08T00:00:00,2022,5,18,horrible,Put down as directed. Nothing sprouted. Water rvert day. Avoid this product its a waste,organic reviews,28.97,1,0,0,0,No,put down as directed. nothing sprouted. water rvert day. avoid this product its a waste,2022-05-08,15
18879,Garden,130312,Pennington Seed Starter Mat,http://www.homedepot.com/p/100662155,Homedepot,PenningtonGrass,100662155,100662155,No,2022-05-25T00:00:00,2022,5,21,Provided a great substrate for the grass seed...,Provided a great substrate for the grass seed,organic reviews,21.99,4,0,0,0,No,provided a great substrate for the grass seed,2022-05-25,8
4016,Garden,49408,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713416,Homedepot,PenningtonGrass,317713416,317713416,No,2021-10-20T00:00:00,2021,10,42,Works well in shady areas,"[This review was collected as part of a promotion.] I got this smart patch sun and shade grass seed by Pennington a little while back so I could put some seed down in the bare spots in our backyard. And Im glad I did. I sprinkled the seed out very easily of the easy to use container right before a rain was expected but didnt have time to get straw put down. But surprisingly, the seed stayed in place and is already starting to sprout new growth. Im so pleased with this seed mix. Would recommend it to anyone with bare or damaged spots in their lawn no matter if its in the sun or shade.",syndicated reviews,0.0,5,1,0,0,Yes,"[this review was collected as part of a promotion.] i got this smart patch sun and shade grass seed by pennington a little while back so i could put some seed down in the bare spots in our backyard. and im glad i did. i sprinkled the seed out very easily of the easy to use container right before a rain was expected but didnt have time to get straw put down. but surprisingly, the seed stayed in place and is already starting to sprout new growth. im so pleased with this seed mix. would recommend it to anyone with bare or damaged spots in their lawn no matter if its in the sun or shade.",2021-10-20,116
25163,Garden,141095,"Pennington Smart Patch Sun & Shade Mix, 30 lb",http://www.homedepot.com/p/317713416,Homedepot,PenningtonGrass,317713419,317713416,Yes,2022-06-06T00:00:00,2022,6,23,Good product for easy patching,"I picked this up for some spots I have in my front yard (mostly sun) and my back yard (mostly shade).  I know purists will say to buy high quality seed with no extras and then do your own amendments, mulching, and fertilizing, but I wanted a quick and easy solution for the small areas I had.  This stuff has a large amount of inert ingredients (not seed) due to the water retaining and seed holding mulching, the fertilizers, and the seed coating they add, but if used properly you will get grass growth.  It is pricey, but it works (mostly, more below) and is super easy.I gave this product 4 stars and would recommend it, but I have one issue.  I got grass to grow in every place I needed it except for one. In my front yard a 5"" by 18"" strip next to my driveway only grew a handful of blades and those have now died.  Everywhere else I planted it, including a 5"" by 12"" spot that was on the same driveway edge and about 12"" away, grew great and is now filled.  The shady part in the back came in a little thinner, but has started to thicken up, and the other 3 spots in the front have done great, but I have one stubborn spot.  I cant figure out the issue and it likely isnt this product, but it basically claims it will grow anywhere and that wasnt quite true for me.",organic reviews,0.0,4,4,0,0,No,"i picked this up for some spots i have in my front yard (mostly sun) and my back yard (mostly shade).  i know purists will say to buy high quality seed with no extras and then do your own amendments, mulching, and fertilizing, but i wanted a quick and easy solution for the small areas i had.  this stuff has a large amount of inert ingredients (not seed) due to the water retaining and seed holding mulching, the fertilizers, and the seed coating they add, but if used properly you will get grass growth.  it is pricey, but it works (mostly, more below) and is super easy.i gave this product 4 stars and would recommend it, but i have one issue.  i got grass to grow in every place i needed it except for one. in my front yard a 5"" by 18"" strip next to my driveway only grew a handful of blades and those have now died.  everywhere else i planted it, including a 5"" by 12"" spot that was on the same driveway edge and about 12"" away, grew great and is now filled.  the shady part in the back came in a little thinner, but has started to thicken up, and the other 3 spots in the front have done great, but i have one stubborn spot.  i cant figure out the issue and it likely isnt this product, but it basically claims it will grow anywhere and that wasnt quite true for me.",2022-06-06,255
25342,Garden,141274,"Pennington Smart Patch Tall Fescue Mix, 30 lb",http://www.homedepot.com/p/317713416,Homedepot,PenningtonGrass,317713427,317713416,Yes,2022-06-08T00:00:00,2022,6,23,"The grass grows in the 2nd week, thats what the...","The grass grows in the 2nd week, thats what the bag label said.",organic reviews,0.0,5,0,0,0,No,"the grass grows in the 2nd week, thats what the bag label said.",2022-06-08,13
21504,Garden,133330,Smart Seed Northeast Mixture 3lb bag,http://www.homedepot.com/p/314933296,Homedepot,PenningtonGrass,314933296,314933296,Yes,2022-05-19T00:00:00,2022,5,20,I only wish that it would  grow quicker...,I only wish that it would  grow quicker,organic reviews,17.47,4,0,0,0,No,i only wish that it would  grow quicker,2022-05-19,9
3686,Garden,37465,Smart Seed Pennsylvania State Mixture 3lb bag,http://www.homedepot.com/p/t/314933324,Homedepot,PenningtonGrass,314933324,314933324,Yes,2021-06-24T00:00:00,2021,6,25,Grows faster then the Rapid Grow....,Grows faster then the Rapid Grow.,organic reviews,15.48,5,0,0,0,No,grows faster then the rapid grow.,2021-06-24,6
26906,Garden,142838,Smart Seed Kentucky Bluegrass Blend 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,PenningtonGrass,314933309,314933301,Yes,2022-06-01T00:00:00,2022,6,22,Smart Seed is Dumb Money,Dont waste your money.  be smart and avoid Smart Seed which does not perform as advertised,organic reviews,19.48,1,0,0,0,No,dont waste your money.  be smart and avoid smart seed which does not perform as advertised,2022-06-01,17
16095,Garden,100690,"Pennington Smart Patch Bermudagrass Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Bermuda-5-LB/5005478639,Lowes,PenningtonGrass,5005478639,5005478639,Yes,2022-04-24T00:00:00,2022,4,16,Lawn is starting...,"[This review was collected as part of a promotion.] ... to look like new! I highly recommend this Bermuda grass fertilizer. Spots are horrible during the summer in Florida, but after 1 month I already have grass growing in a bald patch! I received this product complimentary for my honest opinion.",syndicated reviews,11.98,5,0,0,0,Yes,"[this review was collected as part of a promotion.] ... to look like new! i highly recommend this bermuda grass fertilizer. spots are horrible during the summer in florida, but after 1 month i already have grass growing in a bald patch! i received this product complimentary for my honest opinion.",2022-04-24,51
829,Garden,5434,One Step Complete Sun & Shade 10lb bag,https://www.amazon.com/dp/B084NMGHK5,Amazon,PenningtonGrass,B084NMGHK5,B084NMJZWG,Yes,2021-06-04T00:00:00,2021,6,22,Grass seed,Great grass seed. It comes up fast and thick. We have some shaded areas and it works great.,organic reviews,15.94,5,0,0,0,No,great grass seed. it comes up fast and thick. we have some shaded areas and it works great.,2021-06-04,18
5669,Garden,65164,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Sun-and-Shade-5-LB/5005480037,Lowes,PenningtonGrass,5005480037,5005480037,Yes,2021-10-28T00:00:00,2021,10,43,Pennington grass seed,[This review was collected as part of a promotion.] The thing I really liked about this seed product is that it is for sun and shade. The grass doesnt need full sun. The container says-see results in as little as 5 days to 14 days. Mine took a little over 14 days but Im wondering if its been a temp. The temperatures been in the 30s and 40s at night. The container says you can plant in Spring and fall and that was another big selling point for me as well.,syndicated reviews,16.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] the thing i really liked about this seed product is that it is for sun and shade. the grass doesnt need full sun. the container says-see results in as little as 5 days to 14 days. mine took a little over 14 days but im wondering if its been a temp. the temperatures been in the 30s and 40s at night. the container says you can plant in spring and fall and that was another big selling point for me as well.,2021-10-28,91
18517,Garden,120153,Smart Seed Sun & Shade Southern Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,PenningtonGrass,314933317,314933301,Yes,2022-05-09T00:00:00,2022,5,19,More coated crap from Pennington,"Dont waste your time, money, labor or water on this alleged grass seed.  Get legitimate grass seed that has not been coated if you actually want a lawn in hot climate.",organic reviews,12.15,1,0,0,0,No,"dont waste your time, money, labor or water on this alleged grass seed.  get legitimate grass seed that has not been coated if you actually want a lawn in hot climate.",2022-05-09,32
9285,Garden,69157,Kentucky 31 Tall Fescue 20lb bag,https://www.lowes.com/pd/Pennington-Kentucky-31-Tall-fescue-Grass-Seed/5001461185,Lowes,PenningtonGrass,1000009352,5001461185,Yes,2021-06-26T00:00:00,2021,6,25,Oklahoma Lawn,"I applied the seeds in the firs week of May(2021) , luckily we have plenty of rains and regular watering (2x per days ) and by mid June I had my dream lawn!",organic reviews,11.98,5,6,0,3,No,"i applied the seeds in the firs week of may(2021) , luckily we have plenty of rains and regular watering (2x per days ) and by mid june i had my dream lawn!",2021-06-26,33
4558,Garden,49952,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713426,Homedepot,PenningtonGrass,317713426,317713426,No,2021-10-20T00:00:00,2021,10,42,Bare soil patches gone!,"[This review was collected as part of a promotion.] I tried the Pennington Smart Patch dense shade mix on my lawn. We had some bare areas where the kiddie pool was for example. I applied, watered and waited. Noticed growth within 1 week of use. The container is large enough to cover about 50 square feet thoroughly.  After 2 weeks we had new beautiful fresh grass. I do plan to buy and use again in the spring. Definitely worked for my lawn!",syndicated reviews,0.0,5,5,0,0,Yes,"[this review was collected as part of a promotion.] i tried the pennington smart patch dense shade mix on my lawn. we had some bare areas where the kiddie pool was for example. i applied, watered and waited. noticed growth within 1 week of use. the container is large enough to cover about 50 square feet thoroughly.  after 2 weeks we had new beautiful fresh grass. i do plan to buy and use again in the spring. definitely worked for my lawn!",2021-10-20,83
14250,Garden,80054,Pennington Seed Starter Mat,http://www.homedepot.com/p/100662155,Homedepot,PenningtonGrass,100662155,100662155,No,2022-04-05T00:00:00,2022,4,14,Seed starter mat,Tears too easily and metal stakes do not hold it to the ground.,organic reviews,21.99,2,0,0,0,No,tears too easily and metal stakes do not hold it to the ground.,2022-04-05,13
6212,Garden,65965,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Dense-Shade-5-LB/5005478563,Lowes,PenningtonGrass,5005478563,5005478563,Yes,2021-10-21T00:00:00,2021,10,42,This was perfect for the area I needed,[This review was collected as part of a promotion.] We live on a sand hill. Where we have some grass but alot of dense spots due to lack of sun. I used this in the area of the yard and it works great. Just need to rake an shake and water. Three easy steps. In one week Ive already noticed a difference.,syndicated reviews,16.98,5,1,0,0,Yes,[this review was collected as part of a promotion.] we live on a sand hill. where we have some grass but alot of dense spots due to lack of sun. i used this in the area of the yard and it works great. just need to rake an shake and water. three easy steps. in one week ive already noticed a difference.,2021-10-21,62
16650,Garden,110224,"Pennington Smart Patch Tall Fescue Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,PenningtonGrass,317713425,317713416,Yes,2022-04-26T00:00:00,2022,4,17,Blad spots,I put out the grass patches year before last it was okay but no growth. Its parts of my front yard I cant get grass to grow so Im going to try this product this year on my bald spots. It says grows fast hasnt came up as of yet but its just been days but Im very hopeful.My grass really looks good as summer hits cant wait till all this stuff stop falling in my yard and on my car.,organic reviews,28.98,5,3,0,0,No,i put out the grass patches year before last it was okay but no growth. its parts of my front yard i cant get grass to grow so im going to try this product this year on my bald spots. it says grows fast hasnt came up as of yet but its just been days but im very hopeful.my grass really looks good as summer hits cant wait till all this stuff stop falling in my yard and on my car.,2022-04-26,81
4649,Garden,50043,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713426,Homedepot,PenningtonGrass,317713426,317713426,No,2021-10-26T00:00:00,2021,10,43,Seems like a great idea.,[This review was collected as part of a promotion.] I probably messed this up by not watering it enough on my initial use. The instructions say to keep it damp but its been so dry lately I just couldnt. Ill try it again and see if I can get an acceptable result.,syndicated reviews,0.0,3,0,0,0,Yes,[this review was collected as part of a promotion.] i probably messed this up by not watering it enough on my initial use. the instructions say to keep it damp but its been so dry lately i just couldnt. ill try it again and see if i can get an acceptable result.,2021-10-26,52
23711,Garden,135794,"Pennington Smart Patch Bermudagass Mix, 10 lb",https://www.lowes.com/pd/Pennington-Smart-Patch-Bermuda-10-LB/5005478561,Lowes,PenningtonGrass,5005478561,5005478561,No,2022-05-20T00:00:00,2022,5,20,Grass came in nicely,"[This review was collected as part of a promotion.] Our backyard is a clay soil is patchy areas. Some spots cant retain water at all and some remain flooded due to dips and lower elevation. This grass patching mix worked wonderfully to help out the bare areas and the grass coming in is a beautiful, lush, dark green color.",syndicated reviews,18.98,5,0,0,0,Yes,"[this review was collected as part of a promotion.] our backyard is a clay soil is patchy areas. some spots cant retain water at all and some remain flooded due to dips and lower elevation. this grass patching mix worked wonderfully to help out the bare areas and the grass coming in is a beautiful, lush, dark green color.",2022-05-20,59
26902,Garden,142834,Smart Seed Kentucky Bluegrass Blend 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,PenningtonGrass,314933309,314933301,Yes,2022-06-09T00:00:00,2022,6,23,Reliable and Recommend,Reliable brand of grass seed.  Have used several times and would recommend,organic reviews,19.48,5,0,0,0,No,reliable brand of grass seed.  have used several times and would recommend,2022-06-09,13
21301,Garden,133082,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,PenningtonGrass,314933301,314933301,Yes,2022-05-12T00:00:00,2022,5,19,Good Value,"Compared to the ""S"" brand works just as well for less money. I had good results with it.",organic reviews,11.25,5,0,0,0,No,"compared to the ""s"" brand works just as well for less money. i had good results with it.",2022-05-12,18
4750,Garden,50144,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713426,Homedepot,PenningtonGrass,317713426,317713426,No,2021-10-21T00:00:00,2021,10,42,Excellent Grass starting to grow,"[This review was collected as part of a promotion.] This is an excellent product. It took about a week to notice very tiny grass growth. Im continuing to monitor the progress of this. But so far, so good. Does what its supposed too. Would purchase this product again.",syndicated reviews,0.0,5,0,0,0,Yes,"[this review was collected as part of a promotion.] this is an excellent product. it took about a week to notice very tiny grass growth. im continuing to monitor the progress of this. but so far, so good. does what its supposed too. would purchase this product again.",2021-10-21,48
19592,Garden,131112,"Pennington Smart Patch Bermudagass Mix, 30 lb",http://www.homedepot.com/p/317713416,Homedepot,PenningtonGrass,317713429,317713416,Yes,2022-05-12T00:00:00,2022,5,19,Started out great,[This review was collected as part of a promotion.] I was excited to try this because the traffic in my lawn killed all the grass! I followed all directions on the bag. I was constantly having to keep it moist. It did start to grow. I then couldnt keep up with watering it and it started to die. So all long as you follow the directions and keep it moist you should be good!,syndicated reviews,28.98,4,0,0,0,Yes,[this review was collected as part of a promotion.] i was excited to try this because the traffic in my lawn killed all the grass! i followed all directions on the bag. i was constantly having to keep it moist. it did start to grow. i then couldnt keep up with watering it and it started to die. so all long as you follow the directions and keep it moist you should be good!,2022-05-12,74
4130,Garden,49523,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713416,Homedepot,PenningtonGrass,317713416,317713416,No,2021-11-01T00:00:00,2021,11,44,Works great.,[This review was collected as part of a promotion.] We have a very patchy yard and its rained a lot lately. We also have dogs that dig up our lawn and the grass has just never bounced back with my yard being covered part sun and part shade. I asked my husband to try this yard patch just to see if it would work and it worked amazing! Its actually grown back faster than other lawn seed and patch we have used.,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] we have a very patchy yard and its rained a lot lately. we also have dogs that dig up our lawn and the grass has just never bounced back with my yard being covered part sun and part shade. i asked my husband to try this yard patch just to see if it would work and it worked amazing! its actually grown back faster than other lawn seed and patch we have used.,2021-11-01,82
27378,Garden,143310,Smart Seed Sun & Shade Mixture 20lb bag,http://www.homedepot.com/p/314933321,Homedepot,PenningtonGrass,314933319,314933321,Yes,2022-06-01T00:00:00,2022,6,22,Our back yard is surrounded by a mature hardwood forest....,Our back yard is surrounded by a mature hardwood forest. Ive tried over several years to establish a satisfactory turf in this heavily shaded area and so far this year Im seeing the best results ever from the Pennington dense shade grass seed.,organic reviews,64.0,4,0,0,0,No,our back yard is surrounded by a mature hardwood forest. ive tried over several years to establish a satisfactory turf in this heavily shaded area and so far this year im seeing the best results ever from the pennington dense shade grass seed.,2022-06-01,43
13929,Garden,79146,Kentucky 31 Tall Fescue 20lb bag,http://www.homedepot.com/p/306924565,Homedepot,PenningtonGrass,314933308,306924565,Yes,2022-04-01T00:00:00,2022,4,13,It never sprouted it has been down 2 weeks $50 bucks in seed another 10 for straw wasted 60 buck plus gas time and water.,Poor quality seed dont buy,organic reviews,45.97,1,0,0,0,No,poor quality seed dont buy,2022-04-01,5
4160,Garden,49553,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713416,Homedepot,PenningtonGrass,317713416,317713416,No,2021-10-21T00:00:00,2021,10,42,Great coverage,[This review was collected as part of a promotion.] I planted this seed in a couple bare spots and after a couple weeks I had grass!!  Very impressed with  how fast it sprouted!,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] i planted this seed in a couple bare spots and after a couple weeks i had grass!!  very impressed with  how fast it sprouted!,2021-10-21,35
20823,Garden,132524,Lawn Booster Sun & Shade 35lb bag,http://www.homedepot.com/p/311569530,Homedepot,PenningtonGrass,311569529,311569530,Yes,2022-05-26T00:00:00,2022,5,21,Good luck,This product is terrible I followed the instructions I what it more than it said I should have due to the dryness of the conditions of the weather two weeks later it still did not grow grass,organic reviews,49.97,1,0,0,0,No,this product is terrible i followed the instructions i what it more than it said i should have due to the dryness of the conditions of the weather two weeks later it still did not grow grass,2022-05-26,37
21308,Garden,133089,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,PenningtonGrass,314933301,314933301,Yes,2022-05-13T00:00:00,2022,5,19,"Its growth is a hit and miss, some areas came...","Its growth is a hit and miss, some areas came in well, other areas I have had to reseed, and its still not in.",organic reviews,11.25,2,0,0,0,No,"its growth is a hit and miss, some areas came in well, other areas i have had to reseed, and its still not in.",2022-05-13,24
