,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,other_m,align_type
11,Garden,18299,Ironite Plus Lawn & Garden Spray 7-0-1,http://www.homedepot.com/p/t/300274489,Homedepot,PenningtonFertilizer,300274489,300274489,No,2021-06-08T00:00:00,2021,6,23,good products,[This review was collected as part of a promotion.] With all the rain took awhile for me to finally use it but now that I have its a good product grass looks great and is healthy and beautiful! My neighbor even notice and he has the best grass on the block.,syndicated reviews,13.66,5,0,0,0,Yes,[this review was collected as part of a promotion.] with all the rain took awhile for me to finally use it but now that i have its a good product grass looks great and is healthy and beautiful! my neighbor even notice and he has the best grass on the block.,6/8/2021,51,positive,0.0,0.0,1.0,0.0,positive,,efficient,effective,ease of use,0.9954380989074707,,"('', 'efficient', 'effective', 'ease of use', '')"
12,Garden,140807,Ironite 1-0-1 3lb bag,http://www.homedepot.com/p/205602145,Homedepot,PenningtonFertilizer,205602145,205602145,No,2022-06-25T00:00:00,2022,6,25,Green and Fuller,"[This review was collected as part of a promotion.] After using Ironite Mineral Supplement 1-0-0 for a week, I started to notice my drab grass getting its color back! It has also started to get fuller in some areas. Definitely helped to bring my front lawn back to life!",syndicated reviews,0.0,4,0,0,0,Yes,"[this review was collected as part of a promotion.] after using ironite mineral supplement 1-0-0 for a week, i started to notice my drab grass getting its color back! it has also started to get fuller in some areas. definitely helped to bring my front lawn back to life!",6/25/2022,49,positive,0.0,0.0,1.0,1.0,positive,,efficient,effective,,0.9988674521446228,,"('', 'efficient', 'effective', '', '')"
13,Garden,78153,Ironite Mineral Supplement 1-0-1 by Pennington 30lb bag ,http://www.homedepot.com/p/205561089,Homedepot,PenningtonFertilizer,206441318,205561089,Yes,2022-03-22T00:00:00,2022,3,12,This is the best Greenest lawn on the block the...,This is the best Greenest lawn on the block the real deal,organic reviews,28.98,5,0,0,0,No,this is the best greenest lawn on the block the real deal,3/22/2022,12,positive,0.0,0.0,1.0,0.0,positive,,efficient,effective,,0.9955697655677795,,"('', 'efficient', 'effective', '', '')"
14,Garden,142306,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/205561089,Homedepot,PenningtonFertilizer,205561089,205561089,No,2022-06-15T00:00:00,2022,6,24,Beautiful lawn!,"[This review was collected as part of a promotion.] The Ironite Mineral Supplement was easy to apply to our lawn, we used our spreader for application. After a week our grass is a much richer green color and some bare patches have started filing in. I would recommend to others to help your grass look thick, green and be the envy of your neighbors!",syndicated reviews,19.98,5,0,0,0,Yes,"[this review was collected as part of a promotion.] the ironite mineral supplement was easy to apply to our lawn, we used our spreader for application. after a week our grass is a much richer green color and some bare patches have started filing in. i would recommend to others to help your grass look thick, green and be the envy of your neighbors!",6/15/2022,64,positive,0.0,1.0,1.0,0.0,positive,,efficient,effective,ease of use,0.9991180896759033,,"('', 'efficient', 'effective', 'ease of use', '')"
15,Garden,80198,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/205561089,Homedepot,PenningtonFertilizer,205561089,205561089,Yes,2022-04-05T00:00:00,2022,4,14,Ironite,The plan and the product work well,organic reviews,18.98,5,0,0,0,No,the plan and the product work well,4/5/2022,7,positive,0.0,1.0,1.0,0.0,positive,,efficient,effective,ease of use,0.9986596703529358,,"('', 'efficient', 'effective', 'ease of use', '')"
16,Garden,7154,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/t/100211859,Homedepot,PenningtonFertilizer,100211859,202949934,Yes,2021-11-10T00:00:00,2021,11,45,Miracle fertilizer,"This fertilizer is very effective but has deadly smell. I use 1T to 5gal and water on my vegetable garden and boy my eggplant just thrive, my guava tree sprouted new leaves, my dying apple tree come to life. At the beginning you might throw up and have a second thought of dumping it, dont. Wear a mask.",organic reviews,24.99,4,1,0,1,No,"this fertilizer is very effective but has deadly smell. i use 1t to 5gal and water on my vegetable garden and boy my eggplant just thrive, my guava tree sprouted new leaves, my dying apple tree come to life. at the beginning you might throw up and have a second thought of dumping it, dont. wear a mask.",11/10/2021,58,neutral,0.0,0.0,1.0,0.0,negative,,,effective,,0.9957067370414734,,"('', '', 'effective', '', '')"
17,Garden,143923,Ironite Mineral Supplement 1-0-1 by Pennington 30lb bag ,https://www.lowes.com/pd/Ironite-15-lb-Improves-Soil-Structure/50260119,Lowes,PenningtonFertilizer,50260121,50260121,No,2022-06-29T00:00:00,2022,6,26,Not much of a difference so far...,[This review was collected as part of a promotion.] I finally got a chance to use this. I used my spreader set on the suggested settings first then fiddled with it and it worked better on setting 4. It has only been a week but to be very honest and it may be the extreme heat wave I notice no difference in the grass.,syndicated reviews,30.48,3,0,0,0,Yes,[this review was collected as part of a promotion.] i finally got a chance to use this. i used my spreader set on the suggested settings first then fiddled with it and it worked better on setting 4. it has only been a week but to be very honest and it may be the extreme heat wave i notice no difference in the grass.,6/29/2022,64,negative,0.0,0.0,0.0,1.0,positive,,,,,0.6872810125350952,other,"('', '', '', '', 'other')"
18,Garden,142349,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/205561089,Homedepot,PenningtonFertilizer,205561089,205561089,No,2022-06-23T00:00:00,2022,6,25,Green and lush,[This review was collected as part of a promotion.] The crazy weather here in the south has caused my yard to look brown and dull. The Ironite Mineral Supplement 1-0-0 was easy to spread and I saw a difference quickly. My yard is now a beautiful green and looks healthy and lush. I definitely recommend Ironite Mineral Supplement 1-0-0 to help bring your yard back to its glory.,syndicated reviews,19.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] the crazy weather here in the south has caused my yard to look brown and dull. the ironite mineral supplement 1-0-0 was easy to spread and i saw a difference quickly. my yard is now a beautiful green and looks healthy and lush. i definitely recommend ironite mineral supplement 1-0-0 to help bring your yard back to its glory.,6/23/2022,68,positive,0.0,1.0,1.0,1.0,positive,,efficient,effective,ease of use,0.9991791844367981,,"('', 'efficient', 'effective', 'ease of use', '')"
19,Garden,4933,Pennington UltraGreen Weed and Feed 30-0-4,https://www.amazon.com/Pennington-100536600-UltraGreen-Fertilizer-Covers/dp/B07N29LSZ1/ref=sr_1_1?keywords=021496019949&qid=1637068532&sr=8-1,Amazon,PenningtonFertilizer,B07N29LSZ1,B07N29LSZ1,No,2021-09-04T00:00:00,2021,9,35,The only product that helps my grass,"I have tried other products but this is the best product I have ever used. It kills the crabgrass, makes my grass grow and look healthy.",organic reviews,19.98,5,0,0,0,No,"i have tried other products but this is the best product i have ever used. it kills the crabgrass, makes my grass grow and look healthy.",9/4/2021,26,positive,0.0,0.0,1.0,0.0,positive,,efficient,effective,,0.9982377290725708,,"('', 'efficient', 'effective', '', '')"
20,Garden,16567,Pennington Fast Acting Lime 30lb,http://www.homedepot.com/p/t/205876384,Homedepot,PenningtonFertilizer,205876384,205876384,No,2021-06-02T00:00:00,2021,6,22,Use it every year multiple times on my zoysia and it greens up the lawn beautifully.  Never have ...,"Use it every year multiple times on my zoysia and it greens up the lawn beautifully.  Never have to worry about rain immediately after application as will not burn the grass as a pelletized material, not powder.My dogs tend to ""ruin"" an area but this restores this damage.  I use it generously on the dogs ""bathroom"".",organic reviews,17.28,5,0,0,0,No,"use it every year multiple times on my zoysia and it greens up the lawn beautifully.  never have to worry about rain immediately after application as will not burn the grass as a pelletized material, not powder.my dogs tend to ""ruin"" an area but this restores this damage.  i use it generously on the dogs ""bathroom"".",6/2/2021,58,positive,0.0,0.0,1.0,0.0,positive,,efficient,effective,,0.9674372673034668,,"('', 'efficient', 'effective', '', '')"
21,Garden,150486,Ironite Mineral Supplement 1-0-0 1 30 lbs.,https://www.walmart.com//ip/Ironite-100519461-10M-Ii-30-lb/136003196?selected=true,Walmart,PenningtonFertilizer,136003196,136003196,No,2022-06-18T00:00:00,2022,6,24,Pennington Ironite Mineral Supplement 1-0-0,"[This review was collected as part of a promotion.] Pennington Ironite Mineral Supplement 1-0-0 is a great product for lawn, bushes, and flowers. It worked great for a small spot about 8 8 in the back yard where I had sparsely grass and bushes. Grass is taking a greener and fuller look and bushes are a lot healthier. Thank you for the opportunity to try and help make my lawn nicer.",syndicated reviews,39.17,5,0,0,0,Yes,"[this review was collected as part of a promotion.] pennington ironite mineral supplement 1-0-0 is a great product for lawn, bushes, and flowers. it worked great for a small spot about 8 8 in the back yard where i had sparsely grass and bushes. grass is taking a greener and fuller look and bushes are a lot healthier. thank you for the opportunity to try and help make my lawn nicer.",6/18/2022,71,positive,0.0,0.0,1.0,1.0,positive,cost,efficient,effective,,0.9994288682937622,,"('cost', 'efficient', 'effective', '', '')"
22,Garden,150348,Alaska 5-1-1 Fish Fertilizer 32oz bottle (concentrate),https://www.walmart.com//ip/Alaska-Fish-Emulsion-Fertilizer-and-Plant-Food-32-oz/17757316?selected=true,Walmart,PenningtonFertilizer,17757316,17757316,Yes,2022-06-12T00:00:00,2022,6,23,good product,I was pleased with this Amazon was trying to trick you into buying 2 quarts for the price I could get a gallon,organic reviews,10.77,5,0,0,0,No,i was pleased with this amazon was trying to trick you into buying 2 quarts for the price i could get a gallon,6/12/2022,23,negative,1.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9740862250328064,,"('cost', 'efficient', 'effective', '', '')"
23,Garden,56923,Ironite Plus Lawn & Garden Spray 7-0-1,https://www.lowes.com/pd/Ironite-Plus-5000-sq-ft-6-2-1/3019555,Lowes,PenningtonFertilizer,3019555,3019555,No,2021-07-10T00:00:00,2021,7,27,This was an epic waste of time & money !!!,"Used as directed , product emptied way quicker than stated on packaging for coverage. Had to go back and get a second bottle for the remainder of the front yard which is less than 5,000 sq feet. Product produced zero results- no greening.",organic reviews,12.97,1,0,0,1,No,"used as directed , product emptied way quicker than stated on packaging for coverage. had to go back and get a second bottle for the remainder of the front yard which is less than 5,000 sq feet. product produced zero results- no greening.",7/10/2021,43,negative,0.0,0.0,1.0,1.0,negative,,,,,0.277373343706131,other,"('', '', '', '', 'other')"
24,Garden,141328,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/202949934,Homedepot,PenningtonFertilizer,100211859,202949934,Yes,2022-06-10T00:00:00,2022,6,23,Best stuff Ive ever bought. My bushes are growing like...,Best stuff Ive ever bought. My bushes are growing like crazy!,organic reviews,20.52,5,0,0,0,No,best stuff ive ever bought. my bushes are growing like crazy!,6/10/2022,11,positive,0.0,0.0,1.0,0.0,positive,,efficient,effective,,0.9962708353996277,,"('', 'efficient', 'effective', '', '')"
25,Garden,143912,Ironite Mineral Supplement 1-0-1 by Pennington 30lb bag ,https://www.lowes.com/pd/Ironite-15-lb-Improves-Soil-Structure/50260119,Lowes,PenningtonFertilizer,50260121,50260121,No,2022-06-18T00:00:00,2022,6,24,Looks better already!!,"[This review was collected as part of a promotion.] Its only been a couple of days since I applied the Ironite Mineral supplement to my lawn, but I can already start to see a difference. We have been trying to improve our lawn on a budget since weve moved in and only been able to patch in the ""good stuff,"" as seen in the picture. The Ironite is already helping it to improve and fill in where we have patched it. As recommended, we have also since added a fertilizer yo our lawn to further improve its condition. The Ironite was easy to spread and did not bother my allergies. We followed the easy directions on the packaging and used a spreader to apply it. There was no adverse affects to surrounding vegetation and concrete. We also applied to our vegetable garden and newly planted shrubbery, as per the instructions on the packaging.",syndicated reviews,30.48,5,1,0,0,Yes,"[this review was collected as part of a promotion.] its only been a couple of days since i applied the ironite mineral supplement to my lawn, but i can already start to see a difference. we have been trying to improve our lawn on a budget since weve moved in and only been able to patch in the ""good stuff,"" as seen in the picture. the ironite is already helping it to improve and fill in where we have patched it. as recommended, we have also since added a fertilizer yo our lawn to further improve its condition. the ironite was easy to spread and did not bother my allergies. we followed the easy directions on the packaging and used a spreader to apply it. there was no adverse affects to surrounding vegetation and concrete. we also applied to our vegetable garden and newly planted shrubbery, as per the instructions on the packaging.",6/18/2022,153,positive,1.0,1.0,1.0,1.0,positive,cost,efficient,effective,ease of use,0.998784601688385,,"('cost', 'efficient', 'effective', 'ease of use', '')"
26,Garden,131444,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/202949934,Homedepot,PenningtonFertilizer,100211859,202949934,Yes,2022-05-25T00:00:00,2022,5,21,I just brought this so Im not sure if it...,I just brought this so Im not sure if it will work or not... but when I was a child my mother would take the fish bones after we ate and crush them into powder.  Later I would watch her take the powder and spread it all over her garden... she had the prettiest flowers in my neighborhood... so Im hoping this will do the same.,organic reviews,20.52,4,0,0,0,No,i just brought this so im not sure if it will work or not... but when i was a child my mother would take the fish bones after we ate and crush them into powder.  later i would watch her take the powder and spread it all over her garden... she had the prettiest flowers in my neighborhood... so im hoping this will do the same.,5/25/2022,67,neutral,0.0,0.0,1.0,0.0,neutral,,,,,0.40548017621040344,other,"('', '', '', '', 'other')"
27,Garden,140625,Ironite Plus Lawn & Garden Spray 7-0-1,http://www.homedepot.com/p/300274489,Homedepot,PenningtonFertilizer,300274489,300274489,No,2022-06-16T00:00:00,2022,6,24,Amazing,[This review was collected as part of a promotion.] A little smell but nothing overwhelming. Works way better than I expected. Definitely will be purchasing this again.,syndicated reviews,13.66,4,0,0,0,Yes,[this review was collected as part of a promotion.] a little smell but nothing overwhelming. works way better than i expected. definitely will be purchasing this again.,6/16/2022,27,positive,0.0,0.0,1.0,0.0,positive,,efficient,effective,ease of use,0.9977779984474182,,"('', 'efficient', 'effective', 'ease of use', '')"
28,Garden,143849,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,https://www.lowes.com/pd/Ironite-15-lb-Improves-Soil-Structure/50260119,Lowes,PenningtonFertilizer,50260119,50260121,Yes,2022-06-29T00:00:00,2022,6,26,I dont know.,"[This review was collected as part of a promotion.] I was able to try Ironite Mineral Supplement 1-0-0 From the Makers of Pennington as part of a sample program. Unfortunately there was not enough time for the product to do something in the amount of time given. Therefore, I am staying as neutral as possible.",syndicated reviews,19.98,3,0,0,0,Yes,"[this review was collected as part of a promotion.] i was able to try ironite mineral supplement 1-0-0 from the makers of pennington as part of a sample program. unfortunately there was not enough time for the product to do something in the amount of time given. therefore, i am staying as neutral as possible.",6/29/2022,55,neutral,0.0,0.0,0.0,1.0,neutral,,,,,0.35828667879104614,other,"('', '', '', '', 'other')"
29,Garden,4945,Pennington UltraGreen Weed and Feed 30-0-4,https://www.amazon.com/Pennington-100536600-UltraGreen-Fertilizer-Covers/dp/B07N29LSZ1/ref=sr_1_1?keywords=021496019949&qid=1637068532&sr=8-1,Amazon,PenningtonFertilizer,B07N29LSZ1,B07N29LSZ1,No,2021-07-01T00:00:00,2021,7,26,Did not work,"Not only did not kill the weeds , if anything it made them grow better.",organic reviews,19.98,1,0,0,0,No,"not only did not kill the weeds , if anything it made them grow better.",7/1/2021,15,positive,0.0,0.0,1.0,0.0,positive,,efficient,effective,,0.9292031526565552,,"('', 'efficient', 'effective', '', '')"
30,Garden,80116,Alaska 5-1-1 Fish Fertilizer 5 Gal Bucket (concentrate),http://www.homedepot.com/p/202949934,Homedepot,PenningtonFertilizer,202949934,202949934,Yes,2022-04-05T00:00:00,2022,4,14,Retired,It is good but price a little too high,organic reviews,99.97,5,0,0,0,No,it is good but price a little too high,4/5/2022,9,neutral,1.0,0.0,1.0,0.0,positive,cost,,effective,,0.9805622696876526,,"('cost', '', 'effective', '', '')"
31,Garden,140815,Ironite 1-0-1 3lb bag,http://www.homedepot.com/p/205602145,Homedepot,PenningtonFertilizer,205602145,205602145,No,2022-06-23T00:00:00,2022,6,25,Green and lush,[This review was collected as part of a promotion.] The crazy weather here in the south has caused my yard to look brown and dull. The Ironite Mineral Supplement 1-0-0 was easy to spread and I saw a difference quickly. My yard is now a beautiful green and looks healthy and lush. I definitely recommend Ironite Mineral Supplement 1-0-0 to help bring your yard back to its glory.,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] the crazy weather here in the south has caused my yard to look brown and dull. the ironite mineral supplement 1-0-0 was easy to spread and i saw a difference quickly. my yard is now a beautiful green and looks healthy and lush. i definitely recommend ironite mineral supplement 1-0-0 to help bring your yard back to its glory.,6/23/2022,68,positive,0.0,1.0,1.0,1.0,positive,,efficient,effective,ease of use,0.9991791844367981,,"('', 'efficient', 'effective', 'ease of use', '')"
32,Garden,120196,"Pennington Smart Patch Sun & Shade Mix, 30 lb",https://www.lowes.com/pd/Pennington-Smart-Patch-30-lbs-Sun-and-Shade-Lawn-Repair-Mix/5013046123,Lowes,PenningtonFertilizer,5013046123,5013046123,Yes,2022-05-08T00:00:00,2022,5,18,High IQ and a Patch,"Its one thing to grow quick green grass, but grass with a high IQ is a whole other ballgame! This product achieves that, brilliant",organic reviews,59.98,5,0,0,0,No,"its one thing to grow quick green grass, but grass with a high iq is a whole other ballgame! this product achieves that, brilliant",5/8/2022,24,positive,0.0,0.0,1.0,1.0,positive,,efficient,effective,,0.9969536662101746,,"('', 'efficient', 'effective', '', '')"
33,Garden,18328,Ironite Plus Lawn & Garden Spray 7-0-1,http://www.homedepot.com/p/t/300274489,Homedepot,PenningtonFertilizer,300274489,300274489,No,2021-06-01T00:00:00,2021,6,22,perfect for making lawn and shrubs lush,"[This review was collected as part of a promotion.] Im fairly new to lawn care being a first time homeowner and Im always looking for ways to spruce it up in easy and effective ways. This Ironite spray is superb! Within a few applications, my lawn became so much more lush and green! it was a day and night difference! I have Bermuda grass and it was just a wonder on it. best of all application was so dang simple! just attach to your house and boom, sprays all over! I will absolutely continue to use around the front yard and shrubs!",syndicated reviews,13.66,5,0,0,0,Yes,"[this review was collected as part of a promotion.] im fairly new to lawn care being a first time homeowner and im always looking for ways to spruce it up in easy and effective ways. this ironite spray is superb! within a few applications, my lawn became so much more lush and green! it was a day and night difference! i have bermuda grass and it was just a wonder on it. best of all application was so dang simple! just attach to your house and boom, sprays all over! i will absolutely continue to use around the front yard and shrubs!",6/1/2021,102,positive,0.0,1.0,1.0,0.0,positive,,efficient,effective,ease of use,0.9995330572128296,,"('', 'efficient', 'effective', 'ease of use', '')"
34,Garden,79057,Pennington Fast Acting Lime 30lb,http://www.homedepot.com/p/205876384,Homedepot,PenningtonFertilizer,205876384,205876384,No,2022-04-01T00:00:00,2022,4,13,Great product. Great shipping....,Great product. Great shipping.,organic reviews,20.8,5,0,0,0,No,great product. great shipping.,4/1/2022,4,positive,0.0,0.0,0.0,1.0,positive,,efficient,effective,,0.9892702102661133,,"('', 'efficient', 'effective', '', '')"
35,Garden,25495,Pennington UltraGreen Starter Fertilizer 22-23-4 14lb,http://www.homedepot.com/p/t/312265336,Homedepot,PenningtonFertilizer,312265336,312265336,No,2021-11-15T00:00:00,2021,11,46,The seed that I planted did not grow despite following...,The seed that I planted did not grow despite following directions as printed on packaging.  Therefore Im completely unsatisfied with the Pennington Seed and/or the Starter Fertilizer that I purchased.,organic reviews,16.98,1,0,0,0,No,the seed that i planted did not grow despite following directions as printed on packaging.  therefore im completely unsatisfied with the pennington seed and/or the starter fertilizer that i purchased.,11/15/2021,31,negative,0.0,0.0,1.0,0.0,negative,,,,,0.679013729095459,other,"('', '', '', '', 'other')"
36,Garden,75005,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),https://www.amazon.com/dp/B002RH0B26,Amazon,PenningtonFertilizer,B002RH0B26,B002RH0B26,No,2022-03-06T00:00:00,2022,3,9,Good Quality Fish Emulsion,It smells like stinky fish so you know its doing its job.,organic reviews,0.0,5,0,0,0,No,it smells like stinky fish so you know its doing its job.,3/6/2022,12,neutral,0.0,0.0,1.0,0.0,negative,,efficient,effective,,0.9957615733146667,,"('', 'efficient', 'effective', '', '')"
37,Garden,22759,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/t/205561089,Homedepot,PenningtonFertilizer,205561089,205561089,Yes,2021-06-01T00:00:00,2021,6,22,"A week later, and no sign of greenup, after following directions.","A week later, and no sign of greenup, after following directions.",organic reviews,18.98,2,0,0,0,No,"a week later, and no sign of greenup, after following directions.",6/1/2021,11,positive,0.0,1.0,0.0,1.0,negative,,,effective,,0.9491825699806213,,"('', '', 'effective', '', '')"
