,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count
6870,Garden,66730,Pennington Mealworm Pouch Wild Bird,https://www.walmart.com//ip/Pennington-Mealworms-Wild-Bird-Food-2-lb-Bag/503445691?selected=true,Walmart,PenningtonBird,503445691,642853603,No,2021-10-30T00:00:00,2021,10,43,,"The birds love this product, however its very pricey.",organic reviews,21.84,4,0,0,0,No,"the birds love this product, however its very pricey.",2021-10-30,9
10751,Garden,72343,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026384,312026384,Yes,2022-01-05T00:00:00,2022,1,1,I have seen many more variations of birds come in...,I have seen many more variations of birds come in to enjoy the seeds. Even have some wild rabbits that come in and snack on them.,organic reviews,23.48,5,0,0,0,No,i have seen many more variations of birds come in to enjoy the seeds. even have some wild rabbits that come in and snack on them.,2022-01-05,26
8318,Garden,68190,Pennington Southwest Classic Wild Bird Feed 10 lbs.,https://www.walmart.com//ip/Pennington-Year-Round-Southwest-Blend-Wild-Bird-Feed-and-Seed-10-lb/801472062?selected=true,Walmart,PenningtonBird,801472062,801472062,No,2021-08-31T00:00:00,2021,8,35,birdfood,All birds love this. Hardly any waste and great price,organic reviews,6.47,5,0,0,0,No,all birds love this. hardly any waste and great price,2021-08-31,10
16344,Garden,102004,Pennington Ready-to-Use Hummingbird Food 64oz,https://www.walmart.com//ip/Pennington-Ready-to-Use-Hummingbird-Food-No-Artificial-Dye-64-oz/471014069?selected=true,Walmart,PenningtonBird,471014069,471014069,No,2022-04-19T00:00:00,2022,4,16,Hummingbird loves this,"I received product reimbursement in exchange for my honest review.The tiny hummingbird must have high energy and nutritious food. Its major diet is nectar from flowers. This bottle is a good source of food for hummingbird as it contains natural spring nectar. It doesnt use dye, the red color is naturally derived from red carmine. I feel completely safe when giving this food to hummingbird. The cost is reasonable. The only thing I dont like is storing in the fridge after opening. The bottle is too big and it consumes space.",organic reviews,5.74,5,0,0,0,No,"i received product reimbursement in exchange for my honest review.the tiny hummingbird must have high energy and nutritious food. its major diet is nectar from flowers. this bottle is a good source of food for hummingbird as it contains natural spring nectar. it doesnt use dye, the red color is naturally derived from red carmine. i feel completely safe when giving this food to hummingbird. the cost is reasonable. the only thing i dont like is storing in the fridge after opening. the bottle is too big and it consumes space.",2022-04-19,91
6694,Garden,66532,Pennington Cedar Hanging 2 in 1 Bird Bath/Feeder,https://www.walmart.com//ip/Pennington-Cedar-2-in-1-Wild-Bird-Bath-and-Wild-Bird-Feeder-4-lb-Capacity/32800939?selected=true,Walmart,PenningtonBird,32800939,32800939,No,2021-07-10T00:00:00,2021,7,27,,Kinda cheap.  Needed to modify it.,organic reviews,8.99,2,0,0,0,No,kinda cheap.  needed to modify it.,2021-07-10,7
8433,Garden,68305,Pennington Classic Shell Peanuts,https://www.walmart.com//ip/Pennington-In-Shell-Peanuts-Wildlife-and-Wild-Bird-Food-5-lb-Bag/468955845?selected=true,Walmart,PenningtonBird,468955845,468955845,No,2021-09-30T00:00:00,2021,9,39,Blue Jays love them,Like the the price and the freshness. Dislike the sticks and empty shells and a lot of peanut dust.,organic reviews,12.24,5,0,0,0,No,like the the price and the freshness. dislike the sticks and empty shells and a lot of peanut dust.,2021-09-30,19
17266,Garden,110840,Pennington Premium 7 lbs. Birder's Seed Blend Bird Food,http://www.homedepot.com/p/312026385,Homedepot,PenningtonBird,312026385,312026385,Yes,2022-05-04T00:00:00,2022,5,18,Birds do not eat May be old seed....,Birds do not eat May be old seed.,organic reviews,12.98,1,0,0,0,No,birds do not eat may be old seed.,2022-05-04,8
28090,Garden,150002,Pennington Select Safflower Seed 7lb,https://www.walmart.com//ip/Pennington-Select-Safflower-Seed-Wild-Bird-Feed-and-Seed-7-lb-Bag/10902054?selected=true,Walmart,PenningtonBird,10902054,10902054,No,2022-05-16T00:00:00,2022,5,20,Online Ordering,"Walmart makes it so easy to order online, and the delivery is always on time and delivered with care.I like the Pennington Safflower Seed because squirrels DONT like it, and all other birds DO like it.",organic reviews,9.44,5,0,0,0,No,"walmart makes it so easy to order online, and the delivery is always on time and delivered with care.i like the pennington safflower seed because squirrels dont like it, and all other birds do like it.",2022-05-16,36
6787,Garden,66625,Pennington Ultra Songbird Blend Bird Seed 6lb,https://www.walmart.com//ip/Pennington-Ultra-Songbird-Blend-Wild-Bird-Feed-and-Seed-6-lb-Bag/26535520?selected=true,Walmart,PenningtonBird,26535520,753880875,No,2021-06-27T00:00:00,2021,6,25,Be aware of shipping,This may be a great product but I will never know because the Shipping was way overpriced $24.99!!,organic reviews,9.72,1,0,0,0,No,this may be a great product but i will never know because the shipping was way overpriced $24.99!!,2021-06-27,18
24330,Garden,140260,Pennington ElectroNectar,https://www.amazon.com.com/dp/B08MT7FQ3G,Amazon,PenningtonBird,B08MT7FQ3G,B08MT7FQ3G,No,2022-06-14T00:00:00,2022,6,24,Tastes great!,At least I can only assume it does. The hummingbirds that have found it stay for a few rounds before bumbling off to the next. Id say they love it!,organic reviews,84.98,5,0,0,0,No,at least i can only assume it does. the hummingbirds that have found it stay for a few rounds before bumbling off to the next. id say they love it!,2022-06-14,30
11990,Garden,73653,"Pennington Select Black Oil Sunflower Seed Wild Bird Feed, 10 lb. Bag",https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-10-lb-Bag/44496032?selected=true,Walmart,PenningtonBird,44496032,44496032,Yes,2022-02-19T00:00:00,2022,2,7,,Pennington is the best brand for sunflower seeds.,organic reviews,10.92,5,0,0,0,No,pennington is the best brand for sunflower seeds.,2022-02-19,8
12202,Garden,74117,Pennington Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026398,312026384,Yes,2022-02-23T00:00:00,2022,2,8,"The mixture appears to be varied and fresh, and it...","The mixture appears to be varied and fresh, and it took the birds in our neighborhood about 20 seconds to find m new feeders and start enjoying the mix.",organic reviews,22.98,5,0,0,0,No,"the mixture appears to be varied and fresh, and it took the birds in our neighborhood about 20 seconds to find m new feeders and start enjoying the mix.",2022-02-23,29
12156,Garden,74071,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,PenningtonBird,312026381,312026381,No,2022-02-22T00:00:00,2022,2,8,the birds cant stay away...,the birds cant stay away,organic reviews,12.98,4,0,0,0,No,the birds cant stay away,2022-02-22,5
11675,Garden,73338,20 lbs. Wild Bird Seed Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026386,312026384,Yes,2022-02-01T00:00:00,2022,2,5,Good buy.  Associate was excellent....,Good buy.  Associate was excellent.,organic reviews,12.98,5,0,0,0,No,good buy.  associate was excellent.,2022-02-01,6
11000,Garden,72592,Pennington Select Black Oil Sunflower Seed 10lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-10-lb-Bag/44496032?selected=true,Walmart,PenningtonBird,44496032,44496029,Yes,2022-01-04T00:00:00,2022,1,1,,"I do not know if the birds like the food or not; it never last long enough, the squirrels love it! I do not bother putting it in the bird feeders anymore. I sprinkle it under the trees, sit back and watch the squirrels.....Great fun!",organic reviews,11.48,5,0,0,0,No,"i do not know if the birds like the food or not; it never last long enough, the squirrels love it! i do not bother putting it in the bird feeders anymore. i sprinkle it under the trees, sit back and watch the squirrels.....great fun!",2022-01-04,45
11422,Garden,73085,10 lbs. Premium Wild Finch Bird Food,http://www.homedepot.com/p/312026387,Homedepot,PenningtonBird,312026387,312026387,No,2022-02-02T00:00:00,2022,2,5,Cant keep my feeders filled; the birds love it!...,Cant keep my feeders filled; the birds love it!,organic reviews,13.48,5,0,0,0,No,cant keep my feeders filled; the birds love it!,2022-02-02,9
15285,Garden,90569,Pennington 16 oz Glass Hummingbird Feeder,https://www.walmart.com//ip/Pennington-Glass-Hummingbird-Feeder-16-oz-Nectar-Capacity/46855889?selected=true,Walmart,PenningtonBird,46855889,46855889,No,2022-04-13T00:00:00,2022,4,15,Item not easily cleaned.,I like the item except for the fact that you cannot separate the base so that you can clean it.,organic reviews,9.97,3,0,0,0,No,i like the item except for the fact that you cannot separate the base so that you can clean it.,2022-04-13,20
3154,Garden,30605,Pennington Premium 7 lbs. Safflower Bird Seed Bird Food,http://www.homedepot.com/p/t/312026391,Homedepot,PenningtonBird,312026391,312026391,No,2021-06-24T00:00:00,2021,6,25,The birds love this. I mix it with other birdseed. Good price.,The birds love this. I mix it with other birdseed. Good price.,organic reviews,13.98,5,0,0,0,No,the birds love this. i mix it with other birdseed. good price.,2021-06-24,12
12627,Garden,75095,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026386,312026384,Yes,2022-03-01T00:00:00,2022,3,9,Birds love this food!  We werent getting birds to...,Birds love this food!  We werent getting birds to come to our feeders using an older bag of food we had laying around.  This mixture of seeds and nuts attract a lot of birds every time I fill the feeders.,organic reviews,12.98,5,0,0,0,No,birds love this food!  we werent getting birds to come to our feeders using an older bag of food we had laying around.  this mixture of seeds and nuts attract a lot of birds every time i fill the feeders.,2022-03-01,42
3434,Garden,32903,Pennington Wild Bird Food Blend Bucket,http://www.homedepot.com/p/t/312026398,Homedepot,PenningtonBird,312026398,312026384,Yes,2021-06-25T00:00:00,2021,6,25,The birds seem to like it.,The birds seem to like it.,organic reviews,22.98,4,0,0,0,No,the birds seem to like it.,2021-06-25,6
18678,Garden,130057,"Pennington Premium Pole Plus Bird Feeder, Black",https://www.amazon.com/dp/B00964JWW8,Amazon,PenningtonBird,B00964JWW8,B00964JWW8,No,2022-05-19T00:00:00,2022,5,20,,"Pieces of the pole slide into each other well, but DONT try to pick it up to install, it falls apart! No mechanism to keep the pieces together. Flat bottom not ideal to insert into the ground. Attachment arms to hang feeders are not secured; they just sit in so they move around.I do no recommend this at all! If I didnt trash the box, I would send it back for a refund.",organic reviews,19.18,1,0,0,0,No,"pieces of the pole slide into each other well, but dont try to pick it up to install, it falls apart! no mechanism to keep the pieces together. flat bottom not ideal to insert into the ground. attachment arms to hang feeders are not secured; they just sit in so they move around.i do no recommend this at all! if i didnt trash the box, i would send it back for a refund.",2022-05-19,73
6981,Garden,66841,Pennington Cedar Dinette Bird Feeder,https://www.walmart.com//ip/Pennington-Red-Cedar-Dinette-Hopper-Wild-Bird-Feeder-1-25-lbs-Seed-Capacity/20713364?selected=true,Walmart,PenningtonBird,20713364,20713364,No,2021-08-16T00:00:00,2021,8,33,poor product,poor...fell apart quickly.....,organic reviews,5.47,1,0,0,0,No,poor...fell apart quickly.....,2021-08-16,3
11495,Garden,73158,7 lbs. Ultimate Nut and Fruit Bird Seed Blend,http://www.homedepot.com/p/312026396,Homedepot,PenningtonBird,312026396,312026396,Yes,2022-02-15T00:00:00,2022,2,7,Tasty.  Tastes great on a big bowl of Cheerios...,Tasty.  Tastes great on a big bowl of Cheerios in the morning.,organic reviews,14.98,5,0,0,0,No,tasty.  tastes great on a big bowl of cheerios in the morning.,2022-02-15,13
14491,Garden,80295,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026384,312026384,Yes,2022-04-06T00:00:00,2022,4,14,The birds here eat the red millet more than the...,The birds here eat the red millet more than the white millet.  So a different percentage balance would be good.,organic reviews,23.48,4,0,0,0,No,the birds here eat the red millet more than the white millet.  so a different percentage balance would be good.,2022-04-06,21
10387,Garden,71084,Pennington Ultra Nut & Fruit Blend Bird Seed 12lb,https://www.walmart.com//ip/Pennington-Ultra-Fruit-Nut-Blend-Wild-Bird-Seed-and-Feed-12-lb-Bag/44496053?selected=true,Walmart,PenningtonBird,44496053,300120465,Yes,2021-12-18T00:00:00,2021,12,50,Feed your buddies,"Great for squirrels,  chipmunks and of course birds! It attracts many kinds if birds due to the variety of seeds, nuts and fruit. Cardinals,  doves, finches etc.",organic reviews,19.67,5,0,0,0,No,"great for squirrels,  chipmunks and of course birds! it attracts many kinds if birds due to the variety of seeds, nuts and fruit. cardinals,  doves, finches etc.",2021-12-18,29
12378,Garden,74293,Pennington Classic Wild Bird Feed 40lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-40-lb-Bag/16794608?selected=true,Walmart,PenningtonBird,16794608,16794608,Yes,2022-02-22T00:00:00,2022,2,8,,2/22/22 Very disappointed with last bag I bought full of sticks paying 22.50 for 40lbs of what should be birdseed. Been buying for years cant imagine why anyone would buy this product if this is the new normal!,organic reviews,22.47,2,0,0,0,No,2/22/22 very disappointed with last bag i bought full of sticks paying 22.50 for 40lbs of what should be birdseed. been buying for years cant imagine why anyone would buy this product if this is the new normal!,2022-02-22,38
14498,Garden,80302,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026384,312026384,Yes,2022-04-05T00:00:00,2022,4,14,Good quality bird seed at a great price...,Good quality bird seed at a great price,organic reviews,23.48,5,0,0,0,No,good quality bird seed at a great price,2022-04-05,8
26667,Garden,142599,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026386,312026384,Yes,2022-06-22T00:00:00,2022,6,25,This is the 3rd bag weve bought. Its a great...,"This is the 3rd bag weve bought. Its a great value & the birds love it. The main ingredients are perfect for the birds we want to attract around here. There is small inconsistency in some minor byproducts included though.The first bag last year was perfect. The second bag had a fair amount of sticks & twigs, but not enough to clog the feeder & the birds didnt seem to mind. In this latest bag, the sticks & twigs are gone, but there are a few kernels of corn. Not enough to be a problem.",organic reviews,13.98,4,0,0,0,No,"this is the 3rd bag weve bought. its a great value & the birds love it. the main ingredients are perfect for the birds we want to attract around here. there is small inconsistency in some minor byproducts included though.the first bag last year was perfect. the second bag had a fair amount of sticks & twigs, but not enough to clog the feeder & the birds didnt seem to mind. in this latest bag, the sticks & twigs are gone, but there are a few kernels of corn. not enough to be a problem.",2022-06-22,95
17294,Garden,110868,Pennington Premium Black Oil Sunflower Bird Seed Bucket,http://www.homedepot.com/p/312026381,Homedepot,PenningtonBird,312026401,312026381,Yes,2022-04-27T00:00:00,2022,4,17,My birds love the oil  seeds. I usually purchase...,"My birds love the oil  seeds. I usually purchase from Tractor Supply, but I decided to check out Home Depot . I wanted the 40 lb. bag, but there was only the mixed seeds in the 40 lb. bag. Very satisfied.",organic reviews,20.98,4,0,0,0,No,"my birds love the oil  seeds. i usually purchase from tractor supply, but i decided to check out home depot . i wanted the 40 lb. bag, but there was only the mixed seeds in the 40 lb. bag. very satisfied.",2022-04-27,42
6923,Garden,66783,Pennington Cedar Bluebird House,https://www.walmart.com//ip/Pennington-Cedar-Bluebird-Wild-Bird-House-1-unit/20713363?selected=true,Walmart,PenningtonBird,20713363,20713363,No,2021-07-19T00:00:00,2021,7,29,Help save bluebirds,Just what I was looking forward to add more bluebirds around my house to give them a better chance of survival,organic reviews,9.93,5,0,0,0,No,just what i was looking forward to add more bluebirds around my house to give them a better chance of survival,2021-07-19,21
3231,Garden,31361,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/t/312026400,Homedepot,PenningtonBird,312026400,312026381,Yes,2021-06-02T00:00:00,2021,6,22,"The birds love this product, and my only complaint is the quantity of plant stems mixed in with t...","The birds love this product, and my only complaint is the quantity of plant stems mixed in with the seed. Those stems dont make it through the seed access holes, and have to be physically cleaned from the feeder.",organic reviews,0.0,4,0,0,0,No,"the birds love this product, and my only complaint is the quantity of plant stems mixed in with the seed. those stems dont make it through the seed access holes, and have to be physically cleaned from the feeder.",2021-06-02,39
16554,Garden,110128,Pennington Mealworm Pouch Wild Bird,http://www.homedepot.com/p/312026378,Homedepot,PenningtonBird,312026378,312026378,No,2022-04-27T00:00:00,2022,4,17,Worms are great and a bargain....,Worms are great and a bargain.,organic reviews,13.98,5,0,0,0,No,worms are great and a bargain.,2022-04-27,6
13236,Garden,77275,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026390,312026384,Yes,2022-03-15T00:00:00,2022,3,11,Our wild birds in our back yard get in fights...,Our wild birds in our back yard get in fights over this stuff. Works like a dream and my daughter gets to see wild birds in acation,organic reviews,9.98,5,0,0,0,No,our wild birds in our back yard get in fights over this stuff. works like a dream and my daughter gets to see wild birds in acation,2022-03-15,27
12851,Garden,76127,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026386,312026384,Yes,2022-03-08T00:00:00,2022,3,10,Inexpensive bird food. All I can tell you is the...,Inexpensive bird food. All I can tell you is the birds (and squirrels) ate it.,organic reviews,12.98,3,0,0,0,No,inexpensive bird food. all i can tell you is the birds (and squirrels) ate it.,2022-03-08,15
26619,Garden,142551,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026384,312026384,Yes,2022-06-08T00:00:00,2022,6,23,"Didnt appear much different blend than I was replacing, but...","Didnt appear much different blend than I was replacing, but the birds didnt like it.",organic reviews,24.48,2,0,0,0,No,"didnt appear much different blend than i was replacing, but the birds didnt like it.",2022-06-08,15
16437,Garden,110011,Pennington Planter Hummingbird Feeder (2 pack),https://www.amazon.com/dp/B016VNX21S,Amazon,PenningtonBird,B016VNX21S,B016VNX21S,No,2022-05-03T00:00:00,2022,5,18,My hummingbirds love their new feeders,They like everything about it its a quick drink on their run they just returned from south and so happy to save brand-new feeder,organic reviews,6.9,5,0,0,0,No,they like everything about it its a quick drink on their run they just returned from south and so happy to save brand-new feeder,2022-05-03,24
7330,Garden,67190,Pennington Select Black Oil Sunflower Seed 10lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-10-lb-Bag/44496032?selected=true,Walmart,PenningtonBird,44496032,44496032,No,2021-06-27T00:00:00,2021,6,25,,Birds love it. Best price around!,organic reviews,9.4,5,0,0,0,No,birds love it. best price around!,2021-06-27,6
6963,Garden,66823,Pennington Select Birder's Blend 10lb,https://www.walmart.com//ip/Pennington-Select-Birder-s-Blend-Wild-Bird-Seed-and-Feed-10-lb-Bag/747667879?selected=true,Walmart,PenningtonBird,747667879,44496052,No,2021-08-13T00:00:00,2021,8,32,Excellent,"Variety, attract a larger of birds type.",organic reviews,12.97,5,0,0,0,No,"variety, attract a larger of birds type.",2021-08-13,7
3251,Garden,31428,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/t/312026400,Homedepot,PenningtonBird,312026400,312026381,Yes,2021-11-17T00:00:00,2021,11,46,The birds seem to like it....,The birds seem to like it.,organic reviews,0.0,5,0,0,0,No,the birds seem to like it.,2021-11-17,6
9896,Garden,70593,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026390,312026384,Yes,2021-12-17T00:00:00,2021,12,50,I was very happy with Pennington...,I was very happy with Pennington,organic reviews,9.98,4,0,0,0,No,i was very happy with pennington,2021-12-17,6
7110,Garden,66970,Pennington Select Black Oil Sunflower Seed 10lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-10-lb-Bag/44496032?selected=true,Walmart,PenningtonBird,44496032,44496032,No,2021-06-30T00:00:00,2021,6,26,No fuss. No muss,Pennington seeds are a great value from Walmart.  I can order on line and they come to my door. A great advantage for seniors.,organic reviews,9.4,5,0,0,0,No,pennington seeds are a great value from walmart.  i can order on line and they come to my door. a great advantage for seniors.,2021-06-30,25
11672,Garden,73335,20 lbs. Wild Bird Seed Food,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026386,312026384,Yes,2022-02-16T00:00:00,2022,2,7,Great product. Birds love it....,Great product. Birds love it.,organic reviews,12.98,5,0,0,0,No,great product. birds love it.,2022-02-16,5
14542,Garden,80346,Pennington Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,PenningtonBird,312026398,312026384,Yes,2022-04-06T00:00:00,2022,4,14,Great quality at an outstanding price....,Great quality at an outstanding price.,organic reviews,22.98,5,0,0,0,No,great quality at an outstanding price.,2022-04-06,6
7331,Garden,67191,Pennington Select Black Oil Sunflower Seed 10lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-10-lb-Bag/44496032?selected=true,Walmart,PenningtonBird,44496032,44496032,No,2021-07-21T00:00:00,2021,7,29,This seed = happy birds,"I buy this seed all the time. My yard is filled with a flock of cardinals and many other types of birds. They actually wait on the poles that hold the feeders for me to fill them. This seed is also a very good value, and I need that for as much as I buy!",organic reviews,9.4,5,0,0,0,No,"i buy this seed all the time. my yard is filled with a flock of cardinals and many other types of birds. they actually wait on the poles that hold the feeders for me to fill them. this seed is also a very good value, and i need that for as much as i buy!",2021-07-21,55
14464,Garden,80268,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,PenningtonBird,312026381,312026381,Yes,2022-04-06T00:00:00,2022,4,14,"Lots of chaff,stalk,and sunflower head pieces in the the bag....","Lots of chaff,stalk,and sunflower head pieces in the the bag. Plugged up the bottom outlets on my feeder.",organic reviews,12.98,1,0,0,0,No,"lots of chaff,stalk,and sunflower head pieces in the the bag. plugged up the bottom outlets on my feeder.",2022-04-06,18
19184,Garden,130664,Pennington Ultimate 6 lbs. Waste Free Nut and Fruit Bird Seed Blend,http://www.homedepot.com/p/312026375,Homedepot,PenningtonBird,312026375,312026375,No,2022-05-25T00:00:00,2022,5,21,Replaced the seed that I had in my feeder that...,Replaced the seed that I had in my feeder that the birds werent eating to this and immediately they started getting in line to feed. I just wish bird seed came in re sealable bags,organic reviews,17.98,5,0,0,0,No,replaced the seed that i had in my feeder that the birds werent eating to this and immediately they started getting in line to feed. i just wish bird seed came in re sealable bags,2022-05-25,35
10334,Garden,71031,Pennington Classic Wild Bird Feed 40lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-40-lb-Bag/16794608?selected=true,Walmart,PenningtonBird,16794608,16794608,Yes,2021-12-24T00:00:00,2021,12,51,birds,excellent food and priced right.,organic reviews,23.47,5,0,0,0,No,excellent food and priced right.,2021-12-24,5
11040,Garden,72632,Pennington Select Black Oil Sunflower Seed 40lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-40-lb-Bag/46855890?selected=true,Walmart,PenningtonBird,46855890,44496029,Yes,2022-01-10T00:00:00,2022,1,2,I will be buying again.,"Excellent product, birds love these. Yes, it does have very little amount of sticks or twigs, but it is expected out of the crop and birds dont mind it at all.It is super cheap and good quality compared to other products out there. I will be buying again.",organic reviews,24.98,5,0,0,0,No,"excellent product, birds love these. yes, it does have very little amount of sticks or twigs, but it is expected out of the crop and birds dont mind it at all.it is super cheap and good quality compared to other products out there. i will be buying again.",2022-01-10,48
