,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use ,effectiveness,efficiency
817,Garden,5395,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-09-02T00:00:00,2021,9,35,Works like a charm,"Slugs kept eating my strawberries, so I put this down in the evening, just before they all normally crawl out of hiding. I used it pretty liberally all over my yard and around my plants. When I checked the next morning, no slugs. I checked again the next evening. No slugs. I havent seen any slugs since then, but I think its about time to reapply for any newly hatched ones.I highly recommend this!",organic reviews,11.96,5,0,0,1,No,"slugs kept eating my strawberries, so i put this down in the evening, just before they all normally crawl out of hiding. i used it pretty liberally all over my yard and around my plants. when i checked the next morning, no slugs. i checked again the next evening. no slugs. i havent seen any slugs since then, but i think its about time to reapply for any newly hatched ones.i highly recommend this!",9/2/21,74,positive,,,1,1
25531,Garden,141463,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-01T00:00:00,2022,6,22,"this is a great product, however it will draw Rats...","this is a great product, however it will draw Rats",organic reviews,7.97,4,0,0,0,No,"this is a great product, however it will draw rats",6/1/22,10,neutral,,,1,
25522,Garden,141454,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-22T00:00:00,2022,6,25,Great protect used to take care of the snails...,Great protect used to take care of the snails,organic reviews,7.97,5,0,0,0,No,great protect used to take care of the snails,6/22/22,9,positive,,,1,
17049,Garden,110623,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-04T00:00:00,2022,5,18,Works on city snails but the country ones just laugh....,Works on city snails but the country ones just laugh.,organic reviews,13.97,5,0,0,0,No,works on city snails but the country ones just laugh.,5/4/22,10,negative,,,1,
25556,Garden,141488,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-22T00:00:00,2022,6,25,"It wasnt a fair fight really, the snails didnt have a chance - there were a lot of em too!",Snails 0 Corrys 10!,organic reviews,13.97,5,0,0,0,No,snails 0 corrys 10!,6/22/22,4,positive,,,1,
20009,Garden,131603,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-26T00:00:00,2022,5,21,I can use for 1 time it all gone. Really...,I can use for 1 time it all gone. Really it is very good.,organic reviews,23.97,5,0,0,0,No,i can use for 1 time it all gone. really it is very good.,5/26/22,14,positive,,,1,1
227,Garden,2474,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2021-10-12T00:00:00,2021,10,41,packaging,by the time the pouring spout was opened the opening was torn.what happened to metal spouts??????,organic reviews,7.48,3,0,0,0,No,by the time the pouring spout was opened the opening was torn.what happened to metal spouts??????,10/12/21,16,negative,,1,,
28428,Garden,150341,Corry’s Slug & Snail Killer 1.75lb,https://www.walmart.com//ip/Corry-s-Ready-to-Use-Pellets-Slug-and-Snail-Killer-1-75-lbs/35610011?selected=true,Walmart,Corrys,35610011,35610011,No,2022-06-07T00:00:00,2022,6,23,Works great,"Worked great, 1 week and no more slugs",organic reviews,7.76,5,0,0,0,No,"worked great, 1 week and no more slugs",6/7/22,8,positive,,,1,1
24283,Garden,140213,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-14T00:00:00,2022,6,24,Works great,Worked great in our backyard to get rid of slugs in and around the patio.,organic reviews,25.98,5,0,0,0,No,worked great in our backyard to get rid of slugs in and around the patio.,6/14/22,15,positive,,,1,
8193,Garden,68065,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-24T00:00:00,2021,6,25,Easy come easy go,"""This review was collected as part of a promotion, and the opinions are my own."" We love in the Pacific North West on the water Moss can be an issue and this product is amazing.  I am so happy for the opportunity to try it and i will buy it again.  This is better than the other Moss products I have tried. It really works and it is easy to use .",organic reviews,12.88,5,0,0,0,Yes,"""this review was collected as part of a promotion, and the opinions are my own."" we love in the pacific north west on the water moss can be an issue and this product is amazing.  i am so happy for the opportunity to try it and i will buy it again.  this is better than the other moss products i have tried. it really works and it is easy to use .",6/24/21,74,positive,,1,1,
25594,Garden,141526,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-16T00:00:00,2022,6,24,All the snails that were eating my plants are dead...,All the snails that were eating my plants are dead now.,organic reviews,23.97,4,0,0,0,No,all the snails that were eating my plants are dead now.,6/16/22,11,positive,,,1,
14736,Garden,90020,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-04-12T00:00:00,2022,4,15,does not work,This Slug & Snail Killer does not work. I found mold on the product after couple days. Slug are still alive,organic reviews,12.88,3,0,0,0,No,this slug & snail killer does not work. i found mold on the product after couple days. slug are still alive,4/12/22,21,negative,,,1,1
12963,Garden,77002,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2022-03-17T00:00:00,2022,3,11,Works!,"Ive used this for the last two years. I barely see any slugs, where they used to decimate some of my veggies prior to using it. Just remember to refresh after rain.",organic reviews,7.76,5,0,0,0,No,"ive used this for the last two years. i barely see any slugs, where they used to decimate some of my veggies prior to using it. just remember to refresh after rain.",3/17/22,32,positive,,,1,
18747,Garden,130143,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-22T00:00:00,2022,5,20,No more holes!!,THIS STUFF IS AWESOME AND MY HOSTAS ARE BEAUTIFUL NOW!! NO MORE SWISS CHEESE!! I HAVE IT ON SUBSCRIBE AND SAVE....,organic reviews,12.46,5,0,0,0,No,this stuff is awesome and my hostas are beautiful now!! no more swiss cheese!! i have it on subscribe and save....,5/22/22,21,positive,,,1,
780,Garden,5264,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-04T00:00:00,2021,7,26,It kills slugs dead,"Its funny that the review asks for examples such as ease to use  value for money and flavor. For the record I havent tried to eat slug poison. So I really cant rate the flavor.But it really works well on killing slugs. If you have slugs, and want dead slugs you should buy this.",organic reviews,11.96,5,0,0,3,No,"its funny that the review asks for examples such as ease to use  value for money and flavor. for the record i havent tried to eat slug poison. so i really cant rate the flavor.but it really works well on killing slugs. if you have slugs, and want dead slugs you should buy this.",7/4/21,55,positive,,,1,
12586,Garden,75054,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-03-01T00:00:00,2022,3,9,Works fast,"After one application slugs are no where to be found, Great product",organic reviews,7.97,5,0,0,0,No,"after one application slugs are no where to be found, great product",3/1/22,12,positive,,,1,1
11468,Garden,73131,3.5 lbs. Slug and Snail Killer,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-02-08T00:00:00,2022,2,6,I applied the product just two days ago. I thought...,I applied the product just two days ago. I thought that it would be unreasonable to expect results in that length of time.  Therefore I would prefer to give it a little more time to work before comment on its performance.,organic reviews,11.96,1,0,0,0,No,i applied the product just two days ago. i thought that it would be unreasonable to expect results in that length of time.  therefore i would prefer to give it a little more time to work before comment on its performance.,2/8/22,42,neutral,,,1,1
10450,Garden,72042,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-01-24T00:00:00,2022,1,4,Swells up and looks like mold in soil....even if there is no rain,"This product is cheaper per oz then others. It is not worth using it. It swells from morning dew, looks ugly mold like in soil.",organic reviews,11.96,1,0,0,0,No,"this product is cheaper per oz then others. it is not worth using it. it swells from morning dew, looks ugly mold like in soil.",1/24/22,25,negative,1,,1,
799,Garden,5346,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-28T00:00:00,2021,7,30,Bad quality,Bad quality,organic reviews,11.96,1,0,0,0,No,bad quality,7/28/21,2,negative,,1,,
17061,Garden,110635,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-27T00:00:00,2022,4,17,Perfect for demolishing snails...,Perfect for demolishing snails,organic reviews,23.97,5,0,0,0,No,perfect for demolishing snails,4/27/22,4,positive,,,1,
818,Garden,5402,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-08-06T00:00:00,2021,8,31,We have Giant Slugs,"Ugh, slug.... I put this out around the area where the slugs have been showing up and they are now gone.",organic reviews,11.96,5,0,0,0,No,"ugh, slug.... i put this out around the area where the slugs have been showing up and they are now gone.",8/6/21,21,positive,,,1,
1832,Garden,14656,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-08-14T00:00:00,2021,8,32,This sure gets rid of the snails in our flower...,This sure gets rid of the snails in our flower garden.Works great!,organic reviews,7.64,5,0,0,0,No,this sure gets rid of the snails in our flower garden.works great!,8/14/21,12,positive,,,1,
800,Garden,5347,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-06-20T00:00:00,2021,6,24,Gopher food,Flavor?? Well I guess the gophers I feed it to like it. But I never see them after they eat it!!,organic reviews,11.96,5,0,0,0,No,flavor?? well i guess the gophers i feed it to like it. but i never see them after they eat it!!,6/20/21,21,positive,,,1,
798,Garden,5343,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-15T00:00:00,2021,7,28,Works well,This product lasts well even when it rains.,organic reviews,11.96,5,0,0,0,No,this product lasts well even when it rains.,7/15/21,8,positive,,,1,
17052,Garden,110626,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-27T00:00:00,2022,4,17,,Snail problem this year very bad. This product works well and not harmful to pets. You do have to keep applying every 2 weeks.,organic reviews,13.97,5,0,0,0,No,snail problem this year very bad. this product works well and not harmful to pets. you do have to keep applying every 2 weeks.,4/27/22,24,positive,,,1,1
25536,Garden,141468,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-15T00:00:00,2022,6,24,I have used this product for years and it is...,I have used this product for years and it is very effective in controlling slugs.,organic reviews,7.97,5,0,0,0,No,i have used this product for years and it is very effective in controlling slugs.,6/15/22,15,positive,,,1,
1822,Garden,14568,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-08T00:00:00,2021,7,27,Works like a charm! My peppers were being decimated by...,Works like a charm! My peppers were being decimated by garden slugs and now theyre growing happy and healthy.,organic reviews,7.64,5,0,0,0,No,works like a charm! my peppers were being decimated by garden slugs and now theyre growing happy and healthy.,7/8/21,19,positive,,,1,
17055,Garden,110629,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-04T00:00:00,2022,5,18,I put 16 pounds around the perimeter of my house...,I put 16 pounds around the perimeter of my house and I havent seen a snail since then.,organic reviews,23.97,5,0,0,0,No,i put 16 pounds around the perimeter of my house and i havent seen a snail since then.,5/4/22,18,positive,,1,1,
17034,Garden,110608,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-05T00:00:00,2022,5,18,Hosta leaves have not been chewed!,"Easy to use product and this box has enough to last through the season.  I purchased it to help prevent slugs from chewing my hosta leaves.  So far, so good!",organic reviews,7.97,5,0,0,0,No,"easy to use product and this box has enough to last through the season.  i purchased it to help prevent slugs from chewing my hosta leaves.  so far, so good!",5/5/22,32,positive,,1,1,
10449,Garden,72041,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-01-21T00:00:00,2022,1,3,It will kill,Like all pesticides the amount of poison in them are controlled by the feds. So it is not as effective as it use to be but it will work eventually which means you have to buy more and thats money out of your pocket.,organic reviews,11.96,4,0,0,0,No,like all pesticides the amount of poison in them are controlled by the feds. so it is not as effective as it use to be but it will work eventually which means you have to buy more and thats money out of your pocket.,1/21/22,44,neutral,,1,1,1
25571,Garden,141503,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-01T00:00:00,2022,6,22,"Doesnt work, looks like more snails were reproduced....","Doesnt work, looks like more snails were reproduced.",organic reviews,23.97,1,0,0,0,No,"doesnt work, looks like more snails were reproduced.",6/1/22,8,negative,,,1,
14206,Garden,80009,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2022-04-09T00:00:00,2022,4,14,Snail bait,Works great,organic reviews,7.76,5,0,0,0,No,works great,4/9/22,2,positive,,,1,
12590,Garden,75058,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-03-01T00:00:00,2022,3,9,Works fast,"After one application slugs are no where to be found, Great product",organic reviews,23.97,5,0,0,0,No,"after one application slugs are no where to be found, great product",3/1/22,12,positive,,,1,
19986,Garden,131574,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-12T00:00:00,2022,5,19,Consumer,Great product. Worked for me.,organic reviews,13.97,5,0,0,0,No,great product. worked for me.,5/12/22,5,positive,,,1,
13890,Garden,79107,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-01T00:00:00,2022,4,13,Slugs,Cant see where it is working on my problem,organic reviews,23.97,2,0,0,0,No,cant see where it is working on my problem,4/1/22,9,positive,,,1,
1823,Garden,14572,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-26T00:00:00,2021,6,25,Work perfectly I have used before plans for getting those...,Work perfectly I have used before plans for getting those little holes in the leaves specifically zinnias and now the slug bait is gone and the holes are also,organic reviews,7.64,5,0,0,0,No,work perfectly i have used before plans for getting those little holes in the leaves specifically zinnias and now the slug bait is gone and the holes are also,6/26/21,29,positive,,,1,
14839,Garden,90123,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-16T00:00:00,2022,4,15,Corrys slug,It doesnt last in the water.  It dissolve with the water contact and yo have to apply every day,organic reviews,7.97,2,0,0,0,No,it doesnt last in the water.  it dissolve with the water contact and yo have to apply every day,4/16/22,20,positive,,1,1,1
25510,Garden,141442,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-08T00:00:00,2022,6,23,The only product Ive ever used that Kills slugs. ...,The only product Ive ever used that Kills slugs.  My garden is beautiful thanks to Corrys!,organic reviews,7.97,5,0,0,0,No,the only product ive ever used that kills slugs.  my garden is beautiful thanks to corrys!,6/8/22,17,positive,,,1,
14847,Garden,90131,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-13T00:00:00,2022,4,15,The snails and slugs are now decomposing in the back...,"The snails and slugs are now decomposing in the back yard, as intended. The snails that escaped vowed vengeance, so Ill need some more. As soon as they get here. Sometime later this week. Theyre moving very, very, slowly. Im kinda scared.",organic reviews,13.97,5,0,0,0,No,"the snails and slugs are now decomposing in the back yard, as intended. the snails that escaped vowed vengeance, so ill need some more. as soon as they get here. sometime later this week. theyre moving very, very, slowly. im kinda scared.",4/13/22,42,positive,,,1,1
15654,Garden,100249,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-20T00:00:00,2022,4,16,Work Great,I have been at war with snails for four years and now i am winning the war.Corrys works very well.,organic reviews,23.97,5,0,0,0,No,i have been at war with snails for four years and now i am winning the war.corrys works very well.,4/20/22,20,positive,,,1,
25539,Garden,141471,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-30T00:00:00,2022,6,26,"It works to stop slugs eating your plants, however, it...","It works to stop slugs eating your plants, however, it only lasts for about 2 weeks.Ibought onelast yer that lasted for month at Home Depot.",organic reviews,13.97,3,0,0,0,No,"it works to stop slugs eating your plants, however, it only lasts for about 2 weeks.ibought onelast yer that lasted for month at home depot.",6/30/22,25,positive,,,1,1
