,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count
12303,Garden,74218,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112134279,Yes,2022-02-23T00:00:00,2022,2,8,Start your gardening right.,"I liked the Expert Gardener potting mix, it was light and fluffy. There was a good amount of organic material and perlite to promote good drainage and allow for the plants roots to spread out. I received product reimbursement in exchange for my honest review.",organic reviews,11.97,5,0,0,0,No,"i liked the expert gardener potting mix, it was light and fluffy. there was a good amount of organic material and perlite to promote good drainage and allow for the plants roots to spread out. i received product reimbursement in exchange for my honest review.",2022-02-23,45
11164,Garden,72756,Expert Gardener Citrus Plant Food Fertilizer 6-4-6; 3.5 lbs.,https://www.walmart.com//ip/Expert-Gardener-Citrus-Plant-Food-Fertilizer-6-4-6-3-5-lbs/870632402?selected=true,Walmart,ExpertGardener,870632402,870632402,Yes,2022-01-28T00:00:00,2022,1,4,Happy Lime Tree!,My lime tree and kumquat tree seem to love this food. After only a few months of using Expert Gardener Citrus Food the trees are looking so much healthier and greener. I hope the fruit will be extra juicy this year. I received product reimbursement in exchange for my honest review.,organic reviews,4.68,5,0,0,0,No,my lime tree and kumquat tree seem to love this food. after only a few months of using expert gardener citrus food the trees are looking so much healthier and greener. i hope the fruit will be extra juicy this year. i received product reimbursement in exchange for my honest review.,2022-01-28,51
7775,Garden,67647,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31T00:00:00,2021,7,30,My plants have never looked better!,"Love this product! My plants have never looked better!  This review was collected as part of a promotion, and the opinions are my own.",organic reviews,9.77,5,0,0,0,Yes,"love this product! my plants have never looked better!  this review was collected as part of a promotion, and the opinions are my own.",2021-07-31,25
7666,Garden,67538,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112490018,Yes,2021-07-22T00:00:00,2021,7,29,Cant wait until final resource,the price is good and soil feels different . it feels more smooth . well I planted some  veggies . and just waiting for the final resource.,organic reviews,9.97,5,0,0,0,No,the price is good and soil feels different . it feels more smooth . well i planted some  veggies . and just waiting for the final resource.,2021-07-22,28
12397,Garden,74312,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112490018,Yes,2022-02-22T00:00:00,2022,2,8,Good potting mix,"This potting mix popped up just at the right time, as I was getting ready to plant my tomato plants and re-plant some flowers I had inside through the winter months. Its not clumpy and distributes evenly into my small starter pots. We will see how it holds up in the long run, but for now Im completely satisfied with the quality. I received product reimbursement in exchange for my honest review.",organic reviews,3.93,5,0,0,0,No,"this potting mix popped up just at the right time, as i was getting ready to plant my tomato plants and re-plant some flowers i had inside through the winter months. its not clumpy and distributes evenly into my small starter pots. we will see how it holds up in the long run, but for now im completely satisfied with the quality. i received product reimbursement in exchange for my honest review.",2022-02-22,72
8257,Garden,68129,"Expert Gardener Sun & Shade Grass Seed Northern Mix, for Sun to Partial Shade; 20 lbs.",https://www.walmart.com//ip/Expert-Gardener-Sun-Shade-Grass-Seed-Northern-Mix-for-Sun-to-Partial-Shade-20-lbs/108037091?selected=true,Walmart,ExpertGardener,108037091,660854953,No,2021-08-12T00:00:00,2021,8,32,Not the seed mix I want for my yard!,"Website doesnt show the seed listing. package arrived and 35.25% is RYEGRASS and only 5% is""WILDHORSE KENTUCKY BLUEGRASS and 7% SURVIVOR CHEWINGS FESCUE??? All in all only 46% seed and less than 12% long term grass I would like to have in my yard.",organic reviews,39.92,1,0,0,0,No,"website doesnt show the seed listing. package arrived and 35.25% is ryegrass and only 5% is""wildhorse kentucky bluegrass and 7% survivor chewings fescue??? all in all only 46% seed and less than 12% long term grass i would like to have in my yard.",2021-08-12,44
7863,Garden,67735,"Expert Gardener All-Purpose Water Soluble Plant Food Fertilizer, 1.5 lb.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Water-Soluble-Plant-Food-Fertilizer-1-5-lb/665863403?selected=true,Walmart,ExpertGardener,665863403,138006473,No,2021-06-26T00:00:00,2021,6,25,Very pleased,"Very good product, just what I expected.",organic reviews,2.97,5,0,0,0,No,"very good product, just what i expected.",2021-06-26,7
7848,Garden,67720,"Expert Gardener Azalea, Camellia & Rhododendron Plant Food Fertilizer 10-8-8; 3 lbs.",https://www.walmart.com//ip/Expert-Gardener-Azalea-Camellia-Rhododendron-Plant-Food-Fertilizer-10-8-8-3-lbs/602985638?selected=true,Walmart,ExpertGardener,602985638,668729659,No,2021-10-06T00:00:00,2021,10,40,,Good product for your plants health.,organic reviews,3.97,5,0,0,0,No,good product for your plants health.,2021-10-06,6
12470,Garden,74385,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,ExpertGardener,112490018,112490018,Yes,2022-02-23T00:00:00,2022,2,8,Nice potting mix,"This potting soil seems to be a nice mix with nutrients for my plants. this bag will fill a 12 inch pot nicely. thos miz contains compost, forest products, sphagnum peat moss and pearlite. i like the texture and weight of the mix. I cant wait to see how large and beautiful my plant will grow using this soil.I received product reimbursement in exchange for my honest review",organic reviews,7.48,4,0,0,0,No,"this potting soil seems to be a nice mix with nutrients for my plants. this bag will fill a 12 inch pot nicely. thos miz contains compost, forest products, sphagnum peat moss and pearlite. i like the texture and weight of the mix. i cant wait to see how large and beautiful my plant will grow using this soil.i received product reimbursement in exchange for my honest review",2022-02-23,68
7816,Garden,67688,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-08-01T00:00:00,2021,8,30,Plant food,used this plant food gor my tomato plant and makes themfully bloosom with new buds. I loved it . This review was collected as a part of the promotion and the opinion is my own.,organic reviews,9.77,5,0,0,0,No,used this plant food gor my tomato plant and makes themfully bloosom with new buds. i loved it . this review was collected as a part of the promotion and the opinion is my own.,2021-08-01,35
8252,Garden,68124,"Expert Gardener Sun & Shade Grass Seed Northern Mix, for Sun to Partial Shade; 20 lbs.",https://www.walmart.com//ip/Expert-Gardener-Sun-Shade-Grass-Seed-Northern-Mix-for-Sun-to-Partial-Shade-20-lbs/108037091?selected=true,Walmart,ExpertGardener,108037091,660854953,No,2021-09-06T00:00:00,2021,9,36,Great Purchase,For the price this brand was excellent!  I followed the instructions and the grass grew perfectly.  Great Value,organic reviews,39.92,5,0,0,0,No,for the price this brand was excellent!  i followed the instructions and the grass grew perfectly.  great value,2021-09-06,20
11128,Garden,72720,Expert Gardener Citrus Plant Food Fertilizer 6-4-6; 10 lbs.,https://www.walmart.com//ip/Expert-Gardener-Citrus-Plant-Food-Fertilizer-6-4-6-10-lbs/587336041?selected=true,Walmart,ExpertGardener,587336041,870632402,Yes,2022-01-29T00:00:00,2022,1,4,,this is a great fertilizer. I used it on my Florida orange tree and really helped make the oranges sweet and juicy.I received product reimbursement in exchange for my honest review.,organic reviews,9.26,5,0,0,0,No,this is a great fertilizer. i used it on my florida orange tree and really helped make the oranges sweet and juicy.i received product reimbursement in exchange for my honest review.,2022-01-29,31
10268,Garden,70965,Expert Gardener Flower Plant Food Fertilizer 10-10-10; 3.5 lbs.,https://www.walmart.com//ip/Expert-Gardener-Flower-Plant-Food-Fertilizer-10-10-10-3-5-lbs/170461335?selected=true,Walmart,ExpertGardener,170461335,170461335,Yes,2021-12-17T00:00:00,2021,12,50,,"Killed my indoor plant, so unhappy...",organic reviews,4.92,1,0,0,0,No,"killed my indoor plant, so unhappy...",2021-12-17,6
11155,Garden,72747,Expert Gardener Citrus Plant Food Fertilizer 6-4-6; 3.5 lbs.,https://www.walmart.com//ip/Expert-Gardener-Citrus-Plant-Food-Fertilizer-6-4-6-3-5-lbs/870632402?selected=true,Walmart,ExpertGardener,870632402,870632402,Yes,2022-01-28T00:00:00,2022,1,4,Highly recommend,Love this product! Its easy to use and last longer that other brands! Only needed ever 10-12 weeks!! Makes my cirtus trees super healthy and produce like crazy!! highly recommend! I received product reimbursement in exchange for my honest review.,organic reviews,4.68,5,0,0,0,No,love this product! its easy to use and last longer that other brands! only needed ever 10-12 weeks!! makes my cirtus trees super healthy and produce like crazy!! highly recommend! i received product reimbursement in exchange for my honest review.,2022-01-28,40
7997,Garden,67869,"Expert Gardener Weed & Feed Lawn Fertilizer & Weed Control, Covers 15,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Weed-Feed-Lawn-Fertilizer-Weed-Control-Covers-15-000-sq-ft/935904830?selected=true,Walmart,ExpertGardener,935904830,603561302,No,2021-07-14T00:00:00,2021,7,28,Like,Kills the weeds in your grass no doubt,organic reviews,38.74,5,0,0,0,No,kills the weeds in your grass no doubt,2021-07-14,8
28305,Garden,150217,"Expert Gardener Tomato & Vegetable Garden Plant Food Fertilizer 12-10-5, 3.5 lb.",https://www.walmart.com//ip/Expert-Gardener-Tomato-Vegetable-Garden-Plant-Food-Fertilizer-12-10-5-3-5-lb/920467930?selected=true,Walmart,ExpertGardener,920467930,381276552,Yes,2022-06-30T00:00:00,2022,6,26,Great for Tomatoes,I love this product for Growing my tomatos in 5 gallon buckets. Ive had great success.,organic reviews,4.68,5,0,0,0,No,i love this product for growing my tomatos in 5 gallon buckets. ive had great success.,2022-06-30,16
28403,Garden,150315,"Expert Gardener Lawn Fertilizer, Plus 2% Iron, Covers 5,000 sq. ft",https://www.walmart.com//ip/Expert-Gardener-Lawn-Fertilizer-Plus-2-Iron-Covers-5-000-sq-ft/703225522?selected=true,Walmart,ExpertGardener,703225522,595641402,Yes,2022-06-09T00:00:00,2022,6,23,"Save money, live better.","Significantly cheaper than name brand product. Fertilizer is fertilizer, n need to spend more money on it. Spread this over lawn with Scotts mini broadcast spreader. Grass responded well and is green.",organic reviews,14.46,5,0,0,0,No,"significantly cheaper than name brand product. fertilizer is fertilizer, n need to spend more money on it. spread this over lawn with scotts mini broadcast spreader. grass responded well and is green.",2022-06-09,32
7641,Garden,67513,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112490018,Yes,2021-06-26T00:00:00,2021,6,25,Bag filled with mulch instead of soil.,Bought a bag of this today to put in my indoor pots and I was very disappointed to see that the bag was filled with mulch. There is almost no soil whatsoever. This must have been the remains of a poorly mixed batch and. Going back and Im going back to Miracle Grow (I tried this to try and support the smaller business). Im sure their mix is good but the current batch at my Walmart may be just a few bags of this mulch instead of the soil.,organic reviews,9.97,1,0,0,0,No,bought a bag of this today to put in my indoor pots and i was very disappointed to see that the bag was filled with mulch. there is almost no soil whatsoever. this must have been the remains of a poorly mixed batch and. going back and im going back to miracle grow (i tried this to try and support the smaller business). im sure their mix is good but the current batch at my walmart may be just a few bags of this mulch instead of the soil.,2021-06-26,89
12460,Garden,74375,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,ExpertGardener,112490018,112490018,Yes,2022-02-24T00:00:00,2022,2,8,Great soil,"Expert Gardener potting mix is any garderns best soil fornpotting plants. It is ideal for both, indoor and outdoor, plants and helps the plants grow to their full potential. And the bags come in several sizes, so you dont have to buy the large bag if you just need a little bit. I would recommend this soil to any aspiring or experienced gardener. I received product reimbursement in exchange for my honest review",organic reviews,7.48,5,0,0,0,No,"expert gardener potting mix is any garderns best soil fornpotting plants. it is ideal for both, indoor and outdoor, plants and helps the plants grow to their full potential. and the bags come in several sizes, so you dont have to buy the large bag if you just need a little bit. i would recommend this soil to any aspiring or experienced gardener. i received product reimbursement in exchange for my honest review",2022-02-24,73
28448,Garden,150361,"Expert Gardener Sun & Shade Grass Seed Northern Mix, for Sun to Partial Shade; 20 lbs.",https://www.walmart.com//ip/Expert-Gardener-Sun-Shade-Grass-Seed-Northern-Mix-for-Sun-to-Partial-Shade-20-lbs/108037091?selected=true,Walmart,ExpertGardener,108037091,660854953,Yes,2022-06-30T00:00:00,2022,6,26,"Good in shade, not good in sun",I wanted to like this seed but it barely works at all in full sun. I had excellent results in a shady area but Im having a really hard time in sunny parts of the yard. I would not recommend this seed and I will be buying better stuff next time.,organic reviews,44.92,3,0,0,0,No,i wanted to like this seed but it barely works at all in full sun. i had excellent results in a shady area but im having a really hard time in sunny parts of the yard. i would not recommend this seed and i will be buying better stuff next time.,2022-06-30,51
28407,Garden,150319,"Expert Gardener Lawn Fertilizer, Plus 2% Iron, Covers 15,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Lawn-Food-Fertilizer-Plus-2-Iron-Covers-15-000-sq-ft/595641402?selected=true,Walmart,ExpertGardener,595641402,595641402,Yes,2022-06-12T00:00:00,2022,6,23,works wonders!,this product worked wonders on my lawn. It made my lawn beautiful and green. i appreciate it.,organic reviews,34.88,5,0,0,0,No,this product worked wonders on my lawn. it made my lawn beautiful and green. i appreciate it.,2022-06-12,17
7843,Garden,67715,Expert Gardener Evergreen,https://www.walmart.com//ip/Expert-Gardener-Evergreen-Tree-Shrub-Plant-Food-Fertilizer-16-4-8-10-lbs/851750937?selected=true,Walmart,ExpertGardener,851750937,949719352,Yes,2021-07-13T00:00:00,2021,7,28,Perfect acid fertalizer   Works excellent,"Wonderful evergreen fert, inexpensive, Works Great.  I buy 3-4 at a time.",organic reviews,10.17,5,0,0,0,No,"wonderful evergreen fert, inexpensive, works great.  i buy 3-4 at a time.",2021-07-13,13
12499,Garden,74414,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,ExpertGardener,112490018,112490018,Yes,2022-02-25T00:00:00,2022,2,8,Appears to be Good Quality,"At first glance, this appears to be a high quality potting mixture. It has a money back guarantee and claims to feed plants up to six months (since I had just re-planted my indoor plants, I am unable to verify that yet). As soon as I opened the package, I caught a smell reminiscent of farmers field after a good rain, which to me was a good sign. Unlike some other potting mixtures, this one was light and airy feeling. I was apprehensive that it would contain large pieces of bark - one of its main ingredients- but my bad did not. I particularly like that it can be used on both indoor and outdoor plants. The only thing that I wish is that it had a resealable bag. Note: I received product reimbursement in exchange for my honest review.",organic reviews,7.48,4,0,0,0,No,"at first glance, this appears to be a high quality potting mixture. it has a money back guarantee and claims to feed plants up to six months (since i had just re-planted my indoor plants, i am unable to verify that yet). as soon as i opened the package, i caught a smell reminiscent of farmers field after a good rain, which to me was a good sign. unlike some other potting mixtures, this one was light and airy feeling. i was apprehensive that it would contain large pieces of bark - one of its main ingredients- but my bad did not. i particularly like that it can be used on both indoor and outdoor plants. the only thing that i wish is that it had a resealable bag. note: i received product reimbursement in exchange for my honest review.",2022-02-25,140
11198,Garden,72790,"Expert Gardener Ultra Southern Lawn Fertilizer & Weed Control, Covers 5,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Ultra-Southern-Lawn-Fertilizer-Weed-Control-Covers-5-000-sq-ft/386275336?selected=true,Walmart,ExpertGardener,386275336,386275336,No,2022-01-28T00:00:00,2022,1,4,Great Purchase,"Purchased Expert Gardner Weed and Feed today. Price wise it is more affordable than the other brands for the same coverage. Granuals are small and will easily apply with any rotary spreader. There is a table on the back of the bag with 20 spreaders and the setting you should use for each. Directions are very easy to follow. The list of weeds this will help control is impressive. Due to timing requirements of the ""job"" I took for this product I havent been able to see results as it was just applied. I will update my review after Ive seen the results. I received product reimbursement in exchange for my honest review.",organic reviews,17.23,5,0,0,0,No,"purchased expert gardner weed and feed today. price wise it is more affordable than the other brands for the same coverage. granuals are small and will easily apply with any rotary spreader. there is a table on the back of the bag with 20 spreaders and the setting you should use for each. directions are very easy to follow. the list of weeds this will help control is impressive. due to timing requirements of the ""job"" i took for this product i havent been able to see results as it was just applied. i will update my review after ive seen the results. i received product reimbursement in exchange for my honest review.",2022-01-28,113
15388,Garden,90672,"Expert Gardener Weed & Feed Lawn Fertilizer & Weed Control, Covers 5,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Weed-Feed-Lawn-Fertilizer-Weed-Control-Covers-5-000-sq-ft/603561302?selected=true,Walmart,ExpertGardener,603561302,603561302,Yes,2022-04-13T00:00:00,2022,4,15,Does okay...Ill try something different next time,Its been about a month now. Weeds are getting killed off but now those areas are dead.,organic reviews,13.97,3,0,0,0,No,its been about a month now. weeds are getting killed off but now those areas are dead.,2022-04-13,17
12331,Garden,74246,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112134279,Yes,2022-02-22T00:00:00,2022,2,8,Rich soil and reasonably priced.,"First off, this soil is very reasonably priced, under $4. Once I started using it, I noticed it was very rich and the nutrients were very visible. I believe these will enhance my plants life and they will be much happier. :). I received product reimbursement in exchange for my honest review.",organic reviews,11.97,5,0,0,0,No,"first off, this soil is very reasonably priced, under $4. once i started using it, i noticed it was very rich and the nutrients were very visible. i believe these will enhance my plants life and they will be much happier. :). i received product reimbursement in exchange for my honest review.",2022-02-22,52
