,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,sentiment,affordability_m,quality_m,complaints_m,satisfaction_m,delivery_m,ease of use_m,cost_m,efficient_m,functionality_m,cheap_m,expensive_m,effective_m,faulty_m,defective_m,max,align_type
16521,Garden,110095,MOSS OUT! For Lawns 20 lb Granules ,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,Yes,2022-04-27T00:00:00,2022,4,17,Did not work.,Did not meet expectations. Moss is still growing. I followed the instructions carefully.,organic reviews,19.99,1,0,0,0,No,did not meet expectations. moss is still growing. i followed the instructions carefully.,2022-04-27,Neutral,0.09785448759794235,0.029829150065779686,0.3410409390926361,0.004655135329812765,0.05094164237380028,0.003962642978876829,0.24867819249629974,0.0005798052297905087,0.11068493872880936,0.0180528461933136,0.44869017601013184,0.0031307078897953033,0.972000777721405,0.9871431589126587,0.9871431589126587,defective
18650,Garden,130025,MOSS OUT! For Lawns 20 lb Granules ,https://www.amazon.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-05-12T00:00:00,2022,5,19,Moss,"Miller moss did turn the moss brown but, it did not stop the moss from coming back.",organic reviews,14.97,3,0,0,0,No,"miller moss did turn the moss brown but, it did not stop the moss from coming back.",2022-05-12,Neutral,0.05294206738471985,0.5472694635391235,0.20473527908325195,0.12026163190603256,0.1233086884021759,0.03268827497959137,0.4240816533565521,0.5103498101234436,0.5223487019538879,0.0718921571969986,0.14506341516971588,0.36922022700309753,0.8123803734779358,0.6550042629241943,0.8123803734779358,faulty
13870,Garden,79087,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,http://www.homedepot.com/p/100138813,Homedepot,MossOut,100138813,100138813,Yes,2022-04-01T00:00:00,2022,4,13,Not real pleased,"Mixed according to instructions and 5 days later Ive seen no results... no rain,  no morning dew,day temp in the 60s",organic reviews,16.88,2,0,0,0,No,"mixed according to instructions and 5 days later ive seen no results... no rain,  no morning dew,day temp in the 60s",2022-04-01,Negative,0.05117754638195038,0.10272841155529022,0.43025076389312744,0.00836033746600151,0.1911381185054779,0.024682994931936264,0.38958027958869934,0.05994832515716553,0.1732802540063858,0.08630962669849396,0.3114236295223236,0.007146045099943876,0.8450923562049866,0.8975812196731567,0.8975812196731567,defective
12962,Garden,77001,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2022-03-17T00:00:00,2022,3,11,Product seems old,"When I opened the product up, the seal was worn looking like it was old or used.",organic reviews,15.47,3,0,0,0,No,"when i opened the product up, the seal was worn looking like it was old or used.",2022-03-17,Negative,0.04167269542813301,0.2949272394180298,0.2956314980983734,0.033498361706733704,0.445842444896698,0.0018768464215099812,0.5317630171775818,0.0010364885674789548,0.14654596149921417,0.0573902390897274,0.4446450173854828,0.4475225806236267,0.8922088742256165,0.9152581095695496,0.9152581095695496,defective
9552,Garden,70249,MOSS OUT! Spot Treater For Lawns & Flower Beds 5 lb Granules ,https://www.homedepot.com/p/Moss-Out-5-lbs-Moss-Out-Ready-to-Use-Moss-Killer-Lawn-Granules-100543551/314752274,Homedepot,MossOut,314752274,314752274,No,2021-12-17T00:00:00,2021,12,50,MOSS OUT!,[This review was collected as part of a promotion.] Frist time using this in my yard it looks pretty dry and smells weird not a prove around children and pets gave me headache,syndicated reviews,14.97,1,0,0,0,Yes,[this review was collected as part of a promotion.] frist time using this in my yard it looks pretty dry and smells weird not a prove around children and pets gave me headache,2021-12-17,Negative,0.03937407210469246,0.004472305998206139,0.954244077205658,0.00934520922601223,0.018892137333750725,0.0013356930576264858,0.4979541301727295,0.0007726740441285074,0.09548167884349823,0.41212892532348633,0.46270084381103516,0.003728765295818448,0.9801587462425232,0.9889011979103088,0.9889011979103088,defective
24104,Garden,140034,MOSS OUT! For Lawns 20 lb Granules ,https://www.amazon.com.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-06-06T00:00:00,2022,6,23,Useless didnt do anything applied numerous times miss still there waste of money,Does not work,organic reviews,22.48,1,0,0,0,No,does not work,2022-06-06,Negative,0.5341319441795349,0.010827455669641495,0.7239620685577393,0.0014004269614815712,0.43668362498283386,0.003242392325773835,0.6648586988449097,0.0008561323047615588,0.0735994204878807,0.06370256841182709,0.8567851185798645,0.0016640921821817756,0.9974513649940491,0.9967319369316101,0.9974513649940491,faulty
6737,Garden,66575,MOSS OUT! For Lawns 20 lb Granules ,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-for-Lawns-With-10-Iron-20lb-Bag-Covers-5-000-sq-ft/16795015?selected=true,Walmart,MossOut,16795015,16795015,No,2021-11-30T00:00:00,2021,11,48,moss out,[This review was collected as part of a promotion.] Received a large bag of this. Unable to test due to the season but am looking forward to trying this is the spring as we have multiple mossy spots in our yard!,organic reviews,14.97,4,0,0,0,Yes,[this review was collected as part of a promotion.] received a large bag of this. unable to test due to the season but am looking forward to trying this is the spring as we have multiple mossy spots in our yard!,2021-11-30,Positive,0.16516593098640442,0.8635770678520203,0.014737872406840324,0.19022229313850403,0.6081886291503906,0.6387193202972412,0.5255764126777649,0.5201204419136047,0.5249290466308594,0.6736780405044556,0.07488102465867996,0.5465139150619507,0.05386798083782196,0.005566040985286236,0.8635770678520203,quality
1559,Garden,9738,MOSS OUT! For Roofs & Structures 6 lb Granules ,http://www.homedepot.com/p/t/100484120,Homedepot,MossOut,100484120,100484120,No,2021-07-08T00:00:00,2021,7,27,I  used it three weeks ago and no results...,I  used it three weeks ago and no results yet,organic reviews,21.88,1,0,0,0,No,i  used it three weeks ago and no results yet,2021-07-08,Negative,0.32514095306396484,0.19252333045005798,0.46697261929512024,0.06847704201936722,0.5578700304031372,0.10195496678352356,0.6514664888381958,0.09007668495178223,0.3757924437522888,0.35518693923950195,0.7566259503364563,0.02017037197947502,0.6326451301574707,0.7413263916969299,0.7566259503364563,expensive
18881,Garden,130315,MOSS OUT! For Roofs & Structures 6 lb Granules ,http://www.homedepot.com/p/100484120,Homedepot,MossOut,100484120,100484120,No,2022-05-25T00:00:00,2022,5,21,It must take some time.. Nothing looks different yet....,It must take some time.. Nothing looks different yet.,organic reviews,21.88,3,0,0,0,No,it must take some time.. nothing looks different yet.,2022-05-25,Negative,0.35461321473121643,0.07364668697118759,0.08492925018072128,0.010245864279568195,0.14256028831005096,0.0035922264214605093,0.46005481481552124,0.0011660384479910135,0.15473690629005432,0.12158690392971039,0.4582732617855072,0.003143476089462638,0.12580609321594238,0.035833362489938736,0.46005481481552124,cost
13335,Garden,78008,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.amazon.com/dp/B000SKZ1QK,Amazon,MossOut,B000SKZ1QK,B000SKZ1QK,No,2022-03-27T00:00:00,2022,3,12,Did literally NOTHING,Used on concrete retaining wall. Pretty sure the moss is happier now than it was before the treatment. Did nothing but stick up the yard for a couple hours. Completely ineffective.,organic reviews,17.24,1,0,0,0,No,used on concrete retaining wall. pretty sure the moss is happier now than it was before the treatment. did nothing but stick up the yard for a couple hours. completely ineffective.,2022-03-27,Negative,0.006038224790245295,0.023987140506505966,0.04204097017645836,0.13423658907413483,0.0023312820121645927,0.0019150024745613337,0.07989729940891266,0.003785735461860895,0.0396602526307106,0.02765738032758236,0.07763027399778366,0.0004632573400158435,0.73424232006073,0.6130428314208984,0.73424232006073,faulty
10425,Garden,72017,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.amazon.com/dp/B000SKZ1QK,Amazon,MossOut,B000SKZ1QK,B000SKZ1QK,No,2022-01-13T00:00:00,2022,1,2,The tip broke off,"If the tip didnt break off it would have been acceptable, but it did",organic reviews,16.97,2,0,0,0,No,"if the tip didnt break off it would have been acceptable, but it did",2022-01-13,Neutral,0.24581941962242126,0.24298666417598724,0.4939574599266052,0.023106534034013748,0.32088667154312134,0.001857968745753169,0.5228274464607239,0.0073206438682973385,0.3346575200557709,0.051538318395614624,0.44080957770347595,0.2693709433078766,0.9925029277801514,0.9919560551643372,0.9925029277801514,faulty
14254,Garden,80058,MOSS OUT! For Roofs & Structures 6 lb Granules ,http://www.homedepot.com/p/100484120,Homedepot,MossOut,100484120,100484120,No,2022-04-05T00:00:00,2022,4,14,I would have preferred a product that was more like...,I would have preferred a product that was more like powder. This is more granular.,organic reviews,21.88,3,0,0,0,No,i would have preferred a product that was more like powder. this is more granular.,2022-04-05,Negative,0.1475716233253479,0.09019347280263901,0.8263892531394958,0.08034976571798325,0.26862555742263794,0.0066565037705004215,0.36396804451942444,0.0032816724851727486,0.2632352411746979,0.01782582513988018,0.3934324383735657,0.006793559994548559,0.9465546011924744,0.7953338623046875,0.9465546011924744,faulty
14188,Garden,79405,MOSS OUT! For Lawns 20 lb Granules ,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-for-Lawns-With-10-Iron-20lb-Bag-Covers-5-000-sq-ft/16795015?selected=true,Walmart,MossOut,16795015,16795015,No,2022-03-31T00:00:00,2022,3,13,What changed? The birds wont touch our lawn after applying,"Use this to get rid of moss which i did, but something changed in the product as this year the birds and squirrels are avoiding our lawn since the application. What has changed in the product? Really kind of scary!",syndicated reviews,14.97,1,0,0,0,No,"use this to get rid of moss which i did, but something changed in the product as this year the birds and squirrels are avoiding our lawn since the application. what has changed in the product? really kind of scary!",2022-03-31,Negative,0.026328548789024353,0.5274019837379456,0.5497572422027588,0.026669761165976524,0.06017056107521057,0.002780911512672901,0.16909465193748474,0.033488597720861435,0.40148210525512695,0.22239327430725098,0.3080868721008301,0.2726646661758423,0.37176719307899475,0.033056288957595825,0.5497572422027588,complaints
24957,Garden,140889,MOSS OUT! Spot Treater For Lawns & Flower Beds 5 lb Granules ,http://www.homedepot.com/p/314752274,Homedepot,MossOut,314752274,314752274,No,2022-06-30T00:00:00,2022,6,26,It works but,May have to do two applications,organic reviews,14.97,4,0,0,0,No,may have to do two applications,2022-06-30,Neutral,0.19757816195487976,0.18535101413726807,0.04591543972492218,0.09615457057952881,0.21927930414676666,0.02361343987286091,0.2450593113899231,0.11447159945964813,0.5650272369384766,0.023179298266768456,0.6028730869293213,0.16197188198566437,0.13618622720241547,0.0517411008477211,0.6028730869293213,expensive
1526,Garden,9606,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,http://www.homedepot.com/p/t/100598513,Homedepot,MossOut,100598513,100598513,No,2021-11-27T00:00:00,2021,11,47,moss out,[This review was collected as part of a promotion.] We attempted to use this on our patio. We had to mix water with moss out and apply it to surfaces. I havent notified a significant different so far but no new moss is growing.,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] we attempted to use this on our patio. we had to mix water with moss out and apply it to surfaces. i havent notified a significant different so far but no new moss is growing.,2021-11-27,Neutral,0.07465317100286484,0.6178722381591797,0.1577175408601761,0.13333402574062347,0.036905787885189056,0.023943057283759117,0.45837005972862244,0.2161201387643814,0.4116969108581543,0.25022608041763306,0.33871740102767944,0.420882910490036,0.6575620174407959,0.6158453226089478,0.6575620174407959,faulty
1564,Garden,9797,MOSS OUT! For Roofs & Structures 6 lb Granules ,http://www.homedepot.com/p/t/100484120,Homedepot,MossOut,100484120,100484120,No,2021-10-16T00:00:00,2021,10,41,It seems to be working in some spots but not...,It seems to be working in some spots but not others.  Could  be you are asking too soon for a rating.,organic reviews,21.88,3,0,0,0,No,it seems to be working in some spots but not others.  could  be you are asking too soon for a rating.,2021-10-16,Neutral,0.4795234501361847,0.0689016655087471,0.1527695655822754,0.15054894983768463,0.2536623179912567,0.1083366647362709,0.5016528964042664,0.01736912503838539,0.6939173936843872,0.05482872948050499,0.25055158138275146,0.20670528709888458,0.6885529160499573,0.10504238307476044,0.6939173936843872,functionality
13789,Garden,79006,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.amazon.com/dp/B000SKZ1QK,Amazon,MossOut,B000SKZ1QK,B000SKZ1QK,No,2022-04-02T00:00:00,2022,4,13,Se necesitan varias aplicaciones (3) para que este producto funcione.,"No funciona solo con una aplicacin,se necesitan por lo menos tres aplicaciones para que de buenos resultados.",organic reviews,17.24,4,0,0,0,No,"no funciona solo con una aplicacin,se necesitan por lo menos tres aplicaciones para que de buenos resultados.",2022-04-02,Neutral,0.372860312461853,0.7536970376968384,0.36725130677223206,0.5434311628341675,0.4848760664463043,0.5577042698860168,0.6054258346557617,0.049474891275167465,0.922154426574707,0.016713818535208702,0.31619933247566223,0.013749112375080585,0.9147826433181763,0.9568588137626648,0.9568588137626648,defective
15461,Garden,100056,MOSS OUT! For Roofs & Structures 6 lb Granules ,http://www.homedepot.com/p/100484120,Homedepot,MossOut,100484120,100484120,No,2022-04-19T00:00:00,2022,4,16,Not the best.    It does work.. ...,Not the best.    It does work..  but takes a lot of work after application,organic reviews,21.88,3,0,0,0,No,not the best.    it does work..  but takes a lot of work after application,2022-04-19,Negative,0.15817078948020935,0.039891500025987625,0.3378966450691223,0.06592927873134613,0.29068195819854736,0.0011655051494017243,0.6241155862808228,0.009844536893069744,0.8320352435112,0.004798830021172762,0.6282771825790405,0.47385096549987793,0.7384917736053467,0.6947988867759705,0.8320352435112,functionality
14723,Garden,90007,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com/dp/B000BQQUNE,Amazon,MossOut,B000BQQUNE,B000BQQUNE,No,2022-04-16T00:00:00,2022,4,15,A waste of money -Unefficent,Inside the plastic bag that the product was in it was spilled and looked used but I still decided to use it on my lawn thinking it would work but a few days after use I have seen no improvement,organic reviews,11.98,2,1,0,0,No,inside the plastic bag that the product was in it was spilled and looked used but i still decided to use it on my lawn thinking it would work but a few days after use i have seen no improvement,2022-04-16,Negative,0.28083425760269165,0.2532164454460144,0.7592698335647583,0.06467603147029877,0.11542189121246338,0.07536246627569199,0.5652456283569336,0.008223319426178932,0.3755631744861603,0.30903688073158264,0.19436553120613098,0.00391446752473712,0.9812581539154053,0.9786624312400818,0.9812581539154053,faulty
24093,Garden,140023,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2022-06-07T00:00:00,2022,6,23,Wasteful,Why would you want to get rid of moss? Thats the best part,organic reviews,21.88,1,0,0,0,No,why would you want to get rid of moss? thats the best part,2022-06-07,Positive,0.0036744687240570784,0.726361870765686,0.10399414598941803,0.05186498165130615,0.003125095972791314,0.08848223835229874,0.05334093049168587,0.06899681687355042,0.061264846473932266,0.1744789332151413,0.3381705582141876,0.238870307803154,0.7276403903961182,0.040908534079790115,0.7276403903961182,faulty
