,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost_m,efficient_m,effective_m,ease of use_m,max
156,Garden,1550,Image Kills Nutsedge Concentrate,https://www.amazon.com/dp/B000ONXGLS,Amazon,ImageforWeeds,B000ONXGLS,B000ONXGLS,No,2021-09-03T00:00:00,2021,9,35,I sure does kill Nutsedge....and everything else!,First tried with exactly the recommended amount of 2.5oz per gallon in a sprayer. Lighly sprayed areas with the nutsedge. As instructed i watered the sprayed areas in 2 days to get the stuff to the roots. Started yellowing in a few days and the rest of the lawn looked fine. Within 2 weeks everything was dead.I figured maybe using a little less may work so I did 2 ounces per gallon...same thing happened.This definitely did not work for me. Btw i live in the north east. Maybe this product doesnt work on my type of grass. And i sorayed it as soon as these devils started to grow. Just info someone that may be of use to others. Good luck.,organic reviews,0.0,1,0,0,0,No,first tried with exactly the recommended amount of 2.5oz per gallon in a sprayer. lighly sprayed areas with the nutsedge. as instructed i watered the sprayed areas in 2 days to get the stuff to the roots. started yellowing in a few days and the rest of the lawn looked fine. within 2 weeks everything was dead.i figured maybe using a little less may work so i did 2 ounces per gallon...same thing happened.this definitely did not work for me. btw i live in the north east. maybe this product doesnt work on my type of grass. and i sorayed it as soon as these devils started to grow. just info someone that may be of use to others. good luck.,2021-09-03,121,Negative,0.6373487114906311,0.6924909949302673,0.6983892321586609,0.5299440026283264,0.6983892321586609
5110,Garden,57824,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,https://www.lowes.com/pd/IMAGE-Southern-Lawn-32-fl-oz-Lawn-Weed-Killer/1000595013,Lowes,ImageforWeeds,1000595013,1000595013,No,2021-07-24T00:00:00,2021,7,29,Poor design on off trigger,The flat on/off tab on top off the bottle is very difficult to turn off when your hands are wet so youre left spewing poison unable to turn the dang thing off,organic reviews,12.98,1,1,0,1,No,the flat on/off tab on top off the bottle is very difficult to turn off when your hands are wet so youre left spewing poison unable to turn the dang thing off,2021-07-24,32,Negative,0.43306049704551697,0.000336458848323673,0.0077958740293979645,0.0011094097280874848,0.43306049704551697
2291,Garden,19312,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/t/311670295,Homedepot,ImageforWeeds,311670295,311670269,Yes,2021-11-11T00:00:00,2021,11,45,"It was just dud, used multiple time...","It was just dud, used multiple time",organic reviews,12.97,1,0,0,0,No,"it was just dud, used multiple time",2021-11-11,7,Negative,0.5969087481498718,0.0005510099581442773,0.0006715420167893171,0.009091873653233051,0.5969087481498718
13451,Garden,78124,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-03-22T00:00:00,2022,3,12,I used Image today so I cant comment on the...,"I used Image today so I cant comment on the weed response. I was very disappointed in the hose applicator. It was so poorly built as soon as you stopped the spray, the connector to the hose would blow apart where the hose and applicator are joined by a press together fitting. I tried several times after reattaching the hose connector and adjusting the faucet pressure to barely open. It would still blow apart every time I stopped the applicator flow within a few seconds. I was only able to apply very little of the product. I guess I will have to transfer the Image to one of my old Ortho applicators to finish the application.",organic reviews,25.67,1,0,0,0,No,"i used image today so i cant comment on the weed response. i was very disappointed in the hose applicator. it was so poorly built as soon as you stopped the spray, the connector to the hose would blow apart where the hose and applicator are joined by a press together fitting. i tried several times after reattaching the hose connector and adjusting the faucet pressure to barely open. it would still blow apart every time i stopped the applicator flow within a few seconds. i was only able to apply very little of the product. i guess i will have to transfer the image to one of my old ortho applicators to finish the application.",2022-03-22,116,Negative,0.6560292840003967,0.02587728016078472,0.033755600452423096,0.08135958760976791,0.6560292840003967
13434,Garden,78107,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-03-22T00:00:00,2022,3,12,not as effective as it was promoted...,not as effective as it was promoted,organic reviews,20.47,2,0,0,0,No,not as effective as it was promoted,2022-03-22,7,Negative,0.3824600875377655,0.001586704165674746,0.003605084726586938,0.016899699345231056,0.3824600875377655
26295,Garden,142227,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-28T00:00:00,2022,6,26,It worked okay,[This review was collected as part of a promotion.] It worked fine at first but we had to reapply to get everything. I like it but not sure it works as well as what we normally use.,syndicated reviews,13.47,4,0,0,0,Yes,[this review was collected as part of a promotion.] it worked fine at first but we had to reapply to get everything. i like it but not sure it works as well as what we normally use.,2022-06-28,37,Neutral,0.573425829410553,0.021796781569719315,0.03049965761601925,0.10817678272724152,0.573425829410553
20711,Garden,132397,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-05-12T00:00:00,2022,5,19,"Where it worked it worked well, but the coverage was...","Where it worked it worked well, but the coverage was spotty using a hose in sprayer.It will take two treatments to get complete resulsts.",organic reviews,13.47,4,0,0,0,No,"where it worked it worked well, but the coverage was spotty using a hose in sprayer.it will take two treatments to get complete resulsts.",2022-05-12,24,Neutral,0.45693379640579224,0.013650725595653057,0.46886396408081055,0.00894639827311039,0.46886396408081055
1663,Garden,12339,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/t/100598623,Homedepot,ImageforWeeds,100598623,100175861,Yes,2021-07-28T00:00:00,2021,7,30,Ive used this product because its one of few that...,"Ive used this product because its one of few that targets nutsedge. However ive never been able to eliminate the problem entirely w one bottle it kills some, yellows others but never rids the area.",organic reviews,19.97,2,0,0,0,No,"ive used this product because its one of few that targets nutsedge. however ive never been able to eliminate the problem entirely w one bottle it kills some, yellows others but never rids the area.",2021-07-28,35,Negative,0.5735871195793152,0.06977735459804535,0.4261631965637207,0.003362018382176757,0.5735871195793152
15669,Garden,100264,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-04-20T00:00:00,2022,4,16,Not as good as I had hoped....,Not as good as I had hoped.,organic reviews,15.47,3,0,0,0,No,not as good as i had hoped.,2022-04-20,7,Negative,0.5374590754508972,0.00042096548713743687,0.0009090594830922782,0.002901580883190036,0.5374590754508972
15688,Garden,100283,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-04-19T00:00:00,2022,4,16,With one application my clover is down about 60%. ...,"With one application my clover is down about 60%.  Id use it again, but its no panacea.",organic reviews,12.47,3,0,0,0,No,"with one application my clover is down about 60%.  id use it again, but its no panacea.",2022-04-19,18,Negative,0.3635290265083313,0.08737502992153168,0.6783850193023682,0.03009943850338459,0.6783850193023682
13251,Garden,77290,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2022-03-17T00:00:00,2022,3,11,No,"I would never buy any product that is not able to keep there online information up to date. The instructions on label describes a different spray nozzle, so I will need to mix a solution for my spray can. I bought this so I could be sure to get full coverage. Another thing they think everyone lives in their time zone. Color their Image as bad.",syndicated reviews,21.98,1,0,0,0,No,"i would never buy any product that is not able to keep there online information up to date. the instructions on label describes a different spray nozzle, so i will need to mix a solution for my spray can. i bought this so i could be sure to get full coverage. another thing they think everyone lives in their time zone. color their image as bad.",2022-03-17,66,Negative,0.3081677556037903,0.1260298788547516,0.3291189968585968,0.024359390139579773,0.3291189968585968
2310,Garden,19458,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/t/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2021-06-10T00:00:00,2021,6,23,Is okay but Scotts weed and feed worked better on...,Is okay but Scotts weed and feed worked better on clover.,organic reviews,14.97,3,0,0,0,No,is okay but scotts weed and feed worked better on clover.,2021-06-10,11,Positive,0.12528717517852783,0.06078103929758072,0.10024113953113556,0.054417066276073456,0.12528717517852783
25495,Garden,141427,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-06-01T00:00:00,2022,6,22,Nut Sedge is not a one and done project. Stay...,Nut Sedge is not a one and done project. Stay after it!,organic reviews,22.26,4,0,0,0,No,nut sedge is not a one and done project. stay after it!,2022-06-01,12,Neutral,0.44254493713378906,0.027742935344576836,0.6764139533042908,0.0024836482480168343,0.6764139533042908
14875,Garden,90159,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-04-13T00:00:00,2022,4,15,Product would not dispense. Returned....,Product would not dispense. Returned.,organic reviews,13.47,1,0,0,0,No,product would not dispense. returned.,2022-04-13,5,Negative,0.5521118640899658,0.005402684677392244,0.0023285048082470894,0.0040528979152441025,0.5521118640899658
15637,Garden,100232,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-04-21T00:00:00,2022,4,16,"The formula seems slightly weaker than years past, it hasnt...","The formula seems slightly weaker than years past, it hasnt completely eradicated the patches of Poa that sprang up this year. In all fairness the weed seems to have become more aggressive this year with the sheer volume of seed heads one plant produces.",organic reviews,24.56,4,0,0,0,No,"the formula seems slightly weaker than years past, it hasnt completely eradicated the patches of poa that sprang up this year. in all fairness the weed seems to have become more aggressive this year with the sheer volume of seed heads one plant produces.",2022-04-21,44,Neutral,0.6302270889282227,0.009263006038963795,0.019168252125382423,0.04992029815912247,0.6302270889282227
13876,Garden,79093,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-04-02T00:00:00,2022,4,13,Iffy,"Sprayed entire bottle over what should have covered my mother-in-laws lawn. However, several weeks later and only a few of her weeds were knocked out. Majority werent including Poa Annua what I was hoping to knock out. Some users suggest multiple applications, but I sprayed extra heavy in those areas with Poa to no avail.",organic reviews,20.47,3,1,0,0,No,"sprayed entire bottle over what should have covered my mother-in-laws lawn. however, several weeks later and only a few of her weeds were knocked out. majority werent including poa annua what i was hoping to knock out. some users suggest multiple applications, but i sprayed extra heavy in those areas with poa to no avail.",2022-04-02,55,Negative,0.6634982228279114,0.16542720794677734,0.2763746976852417,0.02889924682676792,0.6634982228279114
13472,Garden,78145,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-03-26T00:00:00,2022,3,12,Defective sprayer,Product reviews were great so I decided to try. Despite repeated attempts product doesnt spray due to defective bottle. I returned product and got another bottle. I will try once more before going to another brand that dispenses its product.,syndicated reviews,12.47,1,0,0,0,No,product reviews were great so i decided to try. despite repeated attempts product doesnt spray due to defective bottle. i returned product and got another bottle. i will try once more before going to another brand that dispenses its product.,2022-03-26,40,Positive,0.6433348655700684,0.025205086916685104,0.020945850759744644,0.15402550995349884,0.6433348655700684
20731,Garden,132422,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-05-12T00:00:00,2022,5,19,Results were not as positive as I had expected. Will...,Results were not as positive as I had expected. Will have to try something different.,organic reviews,12.47,2,0,0,0,No,results were not as positive as i had expected. will have to try something different.,2022-05-12,15,Negative,0.683379590511322,0.0023323444183915854,0.0012299363734200597,0.03702900931239128,0.683379590511322
20703,Garden,132386,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-05-12T00:00:00,2022,5,19,"Where it worked it worked well, but the coverage was...","Where it worked it worked well, but the coverage was spotty using a hose in sprayer.It will take two treatments to get complete resulsts.",organic reviews,15.47,4,0,0,0,No,"where it worked it worked well, but the coverage was spotty using a hose in sprayer.it will take two treatments to get complete resulsts.",2022-05-12,24,Neutral,0.45693379640579224,0.013650725595653057,0.46886396408081055,0.00894639827311039,0.46886396408081055
7409,Garden,67281,Image All-In-One Weed Killer Ready-to-Spray,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-24-oz-Ready-to-Spray/180315212?selected=true,Walmart,ImageforWeeds,180315212,180315212,No,2021-06-25T00:00:00,2021,6,25,Works slower than most!,[This review was collected as part of a promotion.] Works slower than another weed killer i tried 2 months ago,organic reviews,20.18,4,0,0,0,Yes,[this review was collected as part of a promotion.] works slower than another weed killer i tried 2 months ago,2021-06-25,20,Negative,0.6590085625648499,0.0031658210791647434,0.00920995231717825,0.005514330230653286,0.6590085625648499
10488,Garden,72080,IMAGE Noxall 10 lb,http://www.homedepot.com/p/100120827,Homedepot,ImageforWeeds,100120827,100120827,No,2022-01-18T00:00:00,2022,1,3,"Didnt work like says, wont recommend",Dont tecommend product,organic reviews,34.97,1,0,0,0,No,dont tecommend product,2022-01-18,3,Negative,0.17431554198265076,0.003581712720915675,0.0019773710519075394,0.021224213764071465,0.17431554198265076
17013,Garden,110587,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-05-04T00:00:00,2022,5,18,If it kills any of the weeds it says it...,If it kills any of the weeds it says it is extremely slow and takes many applications,organic reviews,20.47,1,0,0,0,No,if it kills any of the weeds it says it is extremely slow and takes many applications,2022-05-04,17,Negative,0.6633145213127136,0.0006923801265656948,0.027090301737189293,0.0002658167213667184,0.6633145213127136
15626,Garden,100221,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-04-22T00:00:00,2022,4,16,Image appears to be more wind sensitive/ ie wind drying...,Image appears to be more wind sensitive/ ie wind drying effect slowing absorption along with its temperature limits for application.  Three application including repeat have significant differences in the desired effect on POA.,organic reviews,20.47,3,0,0,0,No,image appears to be more wind sensitive/ ie wind drying effect slowing absorption along with its temperature limits for application.  three application including repeat have significant differences in the desired effect on poa.,2022-04-22,34,Neutral,0.07721558958292007,0.0013909050030633807,0.07509839534759521,0.00020937345107086003,0.07721558958292007
25481,Garden,141413,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-06-01T00:00:00,2022,6,22,Nut Sedge is not a one and done project. Stay...,Nut Sedge is not a one and done project. Stay after it!,organic reviews,20.47,4,0,0,0,No,nut sedge is not a one and done project. stay after it!,2022-06-01,12,Neutral,0.44254493713378906,0.027742935344576836,0.6764139533042908,0.0024836482480168343,0.6764139533042908
15636,Garden,100231,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-04-21T00:00:00,2022,4,16,Great product but....,"The bottle is horrible and send to not let the concentrate mix with the water. I sprayed 15,000 sqft and only used a quarter of the bottle. Doesnt seem right. There is a fix for the problem by pouring your concentrate into an empty Spectracide or Scotts ready to spray bottle. Works perfect in another name branded bottle.",syndicated reviews,24.56,4,0,0,0,No,"the bottle is horrible and send to not let the concentrate mix with the water. i sprayed 15,000 sqft and only used a quarter of the bottle. doesnt seem right. there is a fix for the problem by pouring your concentrate into an empty spectracide or scotts ready to spray bottle. works perfect in another name branded bottle.",2022-04-21,58,Negative,0.6951868534088135,0.4597089886665344,0.5387555956840515,0.1675400733947754,0.6951868534088135
13474,Garden,78147,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-03-23T00:00:00,2022,3,12,It worked but not that well...,It worked but not that well,organic reviews,12.47,2,0,0,0,No,it worked but not that well,2022-03-23,6,Negative,0.5803760290145874,0.004817803855985403,0.03850918635725975,0.029543446376919746,0.5803760290145874
18910,Garden,130353,IMAGE Noxall 10 lb,http://www.homedepot.com/p/100120827,Homedepot,ImageforWeeds,100120827,100120827,No,2022-05-19T00:00:00,2022,5,20,Does not kill the vegetation aswell as caseron granules do...,Does not kill the vegetation aswell as caseron granules do even though both have same ingredient in,organic reviews,34.97,1,0,0,0,No,does not kill the vegetation aswell as caseron granules do even though both have same ingredient in,2022-05-19,17,Neutral,0.652687132358551,0.5095769762992859,0.015081713907420635,0.5961211323738098,0.652687132358551
26088,Garden,142020,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,It worked okay,[This review was collected as part of a promotion.] It worked fine at first but we had to reapply to get everything. I like it but not sure it works as well as what we normally use.,syndicated reviews,15.47,4,0,0,0,Yes,[this review was collected as part of a promotion.] it worked fine at first but we had to reapply to get everything. i like it but not sure it works as well as what we normally use.,2022-06-28,37,Neutral,0.573425829410553,0.021796781569719315,0.03049965761601925,0.10817678272724152,0.573425829410553
26239,Garden,142171,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-23T00:00:00,2022,6,25,Not the greatest,[This review was collected as part of a promotion.] This seemed very promising but just did not work the way that it should have.,syndicated reviews,13.47,3,0,0,0,Yes,[this review was collected as part of a promotion.] this seemed very promising but just did not work the way that it should have.,2022-06-23,24,Negative,0.42428138852119446,0.0005345941171981394,0.0013167262077331543,0.04855775460600853,0.42428138852119446
4821,Garden,53853,Image Kills Nutsedge Ready-to-Spray,https://www.lowes.com/pd/IMAGE-32-oz-Lawn-Weed-Killer/3158899,Lowes,ImageforWeeds,3158899,3158899,No,2021-08-19T00:00:00,2021,8,33,Growing weeds,Not getting results  seems like it had no effect on the weed,organic reviews,19.98,2,0,0,0,No,not getting results  seems like it had no effect on the weed,2021-08-19,13,Negative,0.1926121860742569,0.0044811493717134,0.000985160586424172,0.022493578493595123,0.1926121860742569
13450,Garden,78123,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-03-24T00:00:00,2022,3,12,This product did nothing to stop growth or eliminate annual...,This product did nothing to stop growth or eliminate annual bluegrass from my yard.,organic reviews,25.67,1,0,0,0,No,this product did nothing to stop growth or eliminate annual bluegrass from my yard.,2022-03-24,14,Negative,0.5716509819030762,0.11445329338312149,0.012758476659655571,0.03849416226148605,0.5716509819030762
2292,Garden,19317,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/t/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2021-09-21T00:00:00,2021,9,38,It did not cover as much ground as I thought...,It did not cover as much ground as I thought it would.,organic reviews,14.97,3,0,0,0,No,it did not cover as much ground as i thought it would.,2021-09-21,12,Negative,0.6240944266319275,0.008063181303441525,0.01824738271534443,0.025254318490624428,0.6240944266319275
